membership_period_id,member_id,period_year,period_start,period_end,membership_type,list_fee,discount_amount,net_membership_revenue,contribution_margin,renewed_next_period
MP001374,M00675,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001375,M00676,2022,2022-01-18,2022-12-31,Adult annual,540,25,515,226.6,No
MP001376,M00677,2022,2022-03-24,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001377,M00677,2023,2023-01-01,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001378,M00677,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP001379,M00678,2023,2023-10-06,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP001380,M00678,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001381,M00678,2025,2025-01-01,2025-12-31,Senior annual,390,50,340,122.4,Censored
MP001382,M00679,2023,2023-02-28,2023-12-31,Adult annual,540,0,540,237.6,No
MP001383,M00680,2024,2024-02-12,2024-12-31,Adult annual,540,0,540,237.6,No
MP001384,M00681,2025,2025-08-27,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001385,M00682,2025,2025-04-02,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001386,M00683,2023,2023-11-17,2023-12-31,Adult annual,540,25,515,226.6,No
MP001387,M00684,2022,2022-09-04,2022-12-31,Senior annual,390,50,340,122.4,Yes
MP001388,M00684,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,No
MP001389,M00685,2024,2024-07-04,2024-12-31,Family annual,840,0,840,327.6,No
MP001390,M00686,2023,2023-02-04,2023-12-31,Family annual,840,50,790,308.1,Yes
MP001391,M00686,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,No
MP001392,M00687,2022,2022-05-13,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001393,M00687,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001394,M00687,2024,2024-01-01,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP001395,M00687,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001396,M00688,2023,2023-05-20,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001397,M00688,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP001398,M00689,2023,2023-05-06,2023-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001399,M00689,2024,2024-01-01,2024-12-31,Monthly flexible,480,50,430,176.3,Yes
MP001400,M00689,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001401,M00690,2022,2022-05-14,2022-12-31,Monthly flexible,480,25,455,186.55,No
MP001402,M00691,2022,2022-09-15,2022-12-31,Adult annual,540,0,540,237.6,No
MP001403,M00692,2024,2024-09-11,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP001404,M00693,2022,2022-04-03,2022-12-31,Family annual,840,25,815,317.85,Yes
MP001405,M00693,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001406,M00693,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001407,M00693,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001408,M00694,2023,2023-06-23,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001409,M00694,2024,2024-01-01,2024-12-31,Monthly flexible,480,50,430,176.3,Yes
MP001410,M00694,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001411,M00695,2022,2022-10-25,2022-12-31,Senior annual,390,0,390,140.4,Yes
MP001412,M00695,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP001413,M00695,2024,2024-01-01,2024-12-31,Senior annual,390,25,365,131.4,Yes
MP001414,M00695,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001415,M00696,2024,2024-09-06,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001416,M00696,2025,2025-01-01,2025-12-31,Senior annual,390,25,365,131.4,Censored
MP001417,M00697,2022,2022-06-17,2022-12-31,Family annual,840,0,840,327.6,No
MP001418,M00698,2023,2023-10-15,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001419,M00698,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001420,M00698,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP001421,M00699,2025,2025-09-30,2025-12-31,Youth annual,300,75,225,69.75,Censored
MP001422,M00700,2024,2024-07-18,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001423,M00700,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001424,M00701,2025,2025-11-02,2025-12-31,Senior annual,390,25,365,131.4,Censored
MP001425,M00702,2023,2023-07-08,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001426,M00702,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001427,M00702,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001428,M00703,2022,2022-01-11,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001429,M00703,2023,2023-01-01,2023-12-31,Adult annual,540,75,465,204.6,Yes
MP001430,M00703,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP001431,M00704,2024,2024-07-10,2024-12-31,Family annual,840,25,815,317.85,Yes
MP001432,M00704,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001433,M00705,2024,2024-03-15,2024-12-31,Family annual,840,0,840,327.6,No
MP001434,M00706,2023,2023-11-09,2023-12-31,Monthly flexible,480,25,455,186.55,No
MP001435,M00707,2023,2023-07-11,2023-12-31,Youth annual,300,25,275,85.25,Yes
MP001436,M00707,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP001437,M00707,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP001438,M00708,2022,2022-02-13,2022-12-31,Adult annual,540,25,515,226.6,No
MP001439,M00709,2025,2025-04-03,2025-12-31,Youth annual,300,0,300,93,Censored
MP001440,M00710,2024,2024-08-14,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001441,M00710,2025,2025-01-01,2025-12-31,Senior annual,390,25,365,131.4,Censored
MP001442,M00711,2022,2022-11-01,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001443,M00711,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,No
MP001444,M00712,2025,2025-06-18,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001445,M00713,2025,2025-01-22,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP001446,M00714,2024,2024-07-11,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001447,M00714,2025,2025-01-01,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP001448,M00715,2025,2025-06-08,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001449,M00716,2023,2023-04-17,2023-12-31,Monthly flexible,480,75,405,166.05,Yes
MP001450,M00716,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001451,M00716,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001452,M00717,2023,2023-05-06,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP001453,M00718,2023,2023-01-17,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001454,M00718,2024,2024-01-01,2024-12-31,Family annual,840,75,765,298.35,Yes
MP001455,M00718,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001456,M00719,2022,2022-01-15,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001457,M00719,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001458,M00719,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001459,M00719,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001460,M00720,2023,2023-07-30,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001461,M00720,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001462,M00720,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001463,M00721,2025,2025-08-29,2025-12-31,Family annual,840,50,790,308.1,Censored
MP001464,M00722,2024,2024-06-09,2024-12-31,Adult annual,540,0,540,237.6,No
MP001465,M00723,2022,2022-02-03,2022-12-31,Senior annual,390,0,390,140.4,Yes
MP001466,M00723,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP001467,M00723,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001468,M00723,2025,2025-01-01,2025-12-31,Senior annual,390,50,340,122.4,Censored
MP001469,M00724,2022,2022-03-05,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001470,M00724,2023,2023-01-01,2023-12-31,Adult annual,540,75,465,204.6,No
MP001471,M00725,2025,2025-05-12,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001472,M00726,2023,2023-02-25,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001473,M00726,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001474,M00726,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP001475,M00727,2022,2022-03-15,2022-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001476,M00727,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP001477,M00728,2024,2024-09-30,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001478,M00728,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001479,M00729,2023,2023-08-10,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001480,M00729,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001481,M00729,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001482,M00730,2024,2024-07-22,2024-12-31,Adult annual,540,0,540,237.6,No
MP001483,M00731,2025,2025-08-24,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001484,M00732,2023,2023-03-20,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP001485,M00732,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001486,M00732,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001487,M00733,2024,2024-05-24,2024-12-31,Family annual,840,50,790,308.1,Yes
MP001488,M00733,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001489,M00734,2024,2024-05-24,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001490,M00734,2025,2025-01-01,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP001491,M00735,2022,2022-03-20,2022-12-31,Family annual,840,0,840,327.6,Yes
MP001492,M00735,2023,2023-01-01,2023-12-31,Family annual,840,25,815,317.85,Yes
MP001493,M00735,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001494,M00735,2025,2025-01-01,2025-12-31,Family annual,840,50,790,308.1,Censored
MP001495,M00736,2023,2023-06-11,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP001496,M00736,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001497,M00736,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001498,M00737,2024,2024-09-16,2024-12-31,Adult annual,540,75,465,204.6,Yes
MP001499,M00737,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001500,M00738,2024,2024-09-09,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001501,M00738,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001502,M00739,2025,2025-05-16,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001503,M00740,2023,2023-10-25,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001504,M00740,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001505,M00740,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001506,M00741,2025,2025-10-24,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP001507,M00742,2023,2023-01-19,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001508,M00742,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001509,M00742,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001510,M00743,2024,2024-08-27,2024-12-31,Youth annual,300,0,300,93,Yes
MP001511,M00743,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP001512,M00744,2023,2023-04-17,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001513,M00744,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP001514,M00745,2023,2023-03-12,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001515,M00745,2024,2024-01-01,2024-12-31,Monthly flexible,480,50,430,176.3,Yes
MP001516,M00745,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001517,M00746,2024,2024-03-05,2024-12-31,Adult annual,540,75,465,204.6,Yes
MP001518,M00746,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001519,M00747,2024,2024-07-31,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001520,M00747,2025,2025-01-01,2025-12-31,Senior annual,390,75,315,113.4,Censored
MP001521,M00748,2022,2022-07-12,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001522,M00748,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001523,M00748,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP001524,M00749,2023,2023-10-30,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP001525,M00749,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001526,M00749,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001527,M00750,2024,2024-09-22,2024-12-31,Monthly flexible,480,25,455,186.55,No
MP001528,M00751,2024,2024-06-18,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001529,M00751,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001530,M00752,2025,2025-06-03,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001531,M00753,2022,2022-07-01,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001532,M00753,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001533,M00753,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001534,M00753,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP001535,M00754,2025,2025-08-28,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001536,M00755,2022,2022-04-20,2022-12-31,Family annual,840,0,840,327.6,Yes
MP001537,M00755,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001538,M00755,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001539,M00755,2025,2025-01-01,2025-12-31,Family annual,840,50,790,308.1,Censored
MP001540,M00756,2022,2022-07-28,2022-12-31,Youth annual,300,0,300,93,Yes
MP001541,M00756,2023,2023-01-01,2023-12-31,Youth annual,300,50,250,77.5,Yes
MP001542,M00756,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP001543,M00756,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP001544,M00757,2023,2023-01-30,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP001545,M00758,2022,2022-06-15,2022-12-31,Adult annual,540,25,515,226.6,Yes
MP001546,M00758,2023,2023-01-01,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001547,M00758,2024,2024-01-01,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP001548,M00758,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001549,M00759,2023,2023-06-10,2023-12-31,Adult annual,540,0,540,237.6,No
MP001550,M00760,2024,2024-06-30,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001551,M00760,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP001552,M00761,2023,2023-02-01,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001553,M00761,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP001554,M00761,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001555,M00762,2023,2023-10-15,2023-12-31,Youth annual,300,0,300,93,Yes
MP001556,M00762,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP001557,M00762,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP001558,M00763,2025,2025-02-25,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001559,M00764,2024,2024-11-09,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001560,M00764,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001561,M00765,2023,2023-08-07,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001562,M00765,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,No
MP001563,M00766,2022,2022-08-14,2022-12-31,Youth annual,300,0,300,93,Yes
MP001564,M00766,2023,2023-01-01,2023-12-31,Youth annual,300,0,300,93,Yes
MP001565,M00766,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP001566,M00766,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP001567,M00767,2024,2024-09-03,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001568,M00767,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001569,M00768,2022,2022-03-09,2022-12-31,Adult annual,540,75,465,204.6,Yes
MP001570,M00768,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001571,M00768,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP001572,M00768,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001573,M00769,2024,2024-03-03,2024-12-31,Adult annual,540,75,465,204.6,Yes
MP001574,M00769,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP001575,M00770,2023,2023-03-30,2023-12-31,Senior annual,390,0,390,140.4,No
MP001576,M00771,2025,2025-05-17,2025-12-31,Family annual,840,50,790,308.1,Censored
MP001577,M00772,2022,2022-01-27,2022-12-31,Family annual,840,0,840,327.6,Yes
MP001578,M00772,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,No
MP001579,M00773,2022,2022-02-18,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001580,M00773,2023,2023-01-01,2023-12-31,Adult annual,540,75,465,204.6,No
MP001581,M00774,2025,2025-06-10,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001582,M00775,2023,2023-09-22,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001583,M00775,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001584,M00775,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001585,M00776,2024,2024-02-05,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001586,M00776,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001587,M00777,2024,2024-08-03,2024-12-31,Family annual,840,25,815,317.85,Yes
MP001588,M00777,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001589,M00778,2025,2025-09-24,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001590,M00779,2023,2023-05-22,2023-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001591,M00779,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001592,M00779,2025,2025-01-01,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP001593,M00780,2025,2025-02-18,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001594,M00781,2022,2022-05-14,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001595,M00781,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001596,M00781,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001597,M00781,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001598,M00782,2023,2023-06-17,2023-12-31,Family annual,840,25,815,317.85,Yes
MP001599,M00782,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001600,M00782,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001601,M00783,2022,2022-02-06,2022-12-31,Adult annual,540,50,490,215.6,Yes
MP001602,M00783,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,No
MP001603,M00784,2023,2023-10-15,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001604,M00784,2024,2024-01-01,2024-12-31,Family annual,840,25,815,317.85,Yes
MP001605,M00784,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001606,M00785,2025,2025-08-17,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001607,M00786,2024,2024-10-28,2024-12-31,Adult annual,540,0,540,237.6,No
MP001608,M00787,2023,2023-10-15,2023-12-31,Family annual,840,25,815,317.85,Yes
MP001609,M00787,2024,2024-01-01,2024-12-31,Family annual,840,50,790,308.1,Yes
MP001610,M00787,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001611,M00788,2023,2023-10-07,2023-12-31,Monthly flexible,480,25,455,186.55,No
MP001612,M00789,2023,2023-06-09,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001613,M00789,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP001614,M00790,2023,2023-04-04,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001615,M00790,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,No
MP001616,M00791,2023,2023-11-20,2023-12-31,Adult annual,540,25,515,226.6,No
MP001617,M00792,2025,2025-03-08,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001618,M00793,2022,2022-02-28,2022-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001619,M00793,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001620,M00793,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001621,M00793,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001622,M00794,2024,2024-05-08,2024-12-31,Monthly flexible,480,75,405,166.05,Yes
MP001623,M00794,2025,2025-01-01,2025-12-31,Monthly flexible,480,75,405,166.05,Censored
MP001624,M00795,2024,2024-09-18,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001625,M00795,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001626,M00796,2023,2023-11-07,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001627,M00796,2024,2024-01-01,2024-12-31,Family annual,840,50,790,308.1,No
MP001628,M00797,2025,2025-10-03,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001629,M00798,2023,2023-08-10,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001630,M00798,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP001631,M00798,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001632,M00799,2023,2023-04-16,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001633,M00799,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP001634,M00800,2024,2024-05-14,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP001635,M00800,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001636,M00801,2023,2023-04-16,2023-12-31,Family annual,840,25,815,317.85,Yes
MP001637,M00801,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,No
MP001638,M00802,2023,2023-05-28,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP001639,M00802,2024,2024-01-01,2024-12-31,Senior annual,390,50,340,122.4,No
MP001640,M00803,2025,2025-08-29,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001641,M00804,2023,2023-01-10,2023-12-31,Youth annual,300,0,300,93,No
MP001642,M00805,2025,2025-09-18,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001643,M00806,2022,2022-11-06,2022-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001644,M00806,2023,2023-01-01,2023-12-31,Monthly flexible,480,50,430,176.3,Yes
MP001645,M00806,2024,2024-01-01,2024-12-31,Monthly flexible,480,75,405,166.05,Yes
MP001646,M00806,2025,2025-01-01,2025-12-31,Monthly flexible,480,75,405,166.05,Censored
MP001647,M00807,2023,2023-03-09,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001648,M00807,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001649,M00807,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001650,M00808,2024,2024-07-23,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001651,M00808,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001652,M00809,2025,2025-05-15,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP001653,M00810,2023,2023-11-14,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP001654,M00811,2025,2025-08-26,2025-12-31,Family annual,840,50,790,308.1,Censored
MP001655,M00812,2025,2025-05-31,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001656,M00813,2023,2023-03-30,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001657,M00813,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001658,M00813,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001659,M00814,2025,2025-07-24,2025-12-31,Monthly flexible,480,75,405,166.05,Censored
MP001660,M00815,2024,2024-08-09,2024-12-31,Adult annual,540,75,465,204.6,No
MP001661,M00816,2024,2024-04-27,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP001662,M00817,2024,2024-01-21,2024-12-31,Youth annual,300,0,300,93,Yes
MP001663,M00817,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP001664,M00818,2024,2024-10-02,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001665,M00818,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001666,M00819,2022,2022-08-18,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001667,M00819,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001668,M00819,2024,2024-01-01,2024-12-31,Adult annual,540,75,465,204.6,Yes
MP001669,M00819,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001670,M00820,2024,2024-08-27,2024-12-31,Adult annual,540,0,540,237.6,No
MP001671,M00821,2023,2023-01-19,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001672,M00821,2024,2024-01-01,2024-12-31,Monthly flexible,480,50,430,176.3,No
MP001673,M00822,2025,2025-10-14,2025-12-31,Youth annual,300,0,300,93,Censored
MP001674,M00823,2025,2025-07-16,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001675,M00824,2022,2022-06-09,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001676,M00824,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001677,M00824,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
