response_id,campaign_id,member_id,contacted,clicked_or_engaged,converted_membership,attributed_revenue
CR0001179,C005,M00862,Yes,No,No,0
CR0001180,C005,M00531,Yes,No,No,0
CR0001181,C005,M00322,Yes,No,No,0
CR0001182,C005,M01208,Yes,No,No,0
CR0001183,C005,M00073,Yes,No,No,0
CR0001184,C005,M00514,Yes,No,No,0
CR0001185,C005,M01212,Yes,No,No,0
CR0001186,C005,M00154,Yes,No,No,0
CR0001187,C005,M00766,Yes,No,Yes,300
CR0001188,C005,M01021,Yes,No,No,0
CR0001189,C005,M00705,Yes,Yes,No,0
CR0001190,C005,M00456,Yes,No,No,0
CR0001191,C005,M00502,Yes,No,No,0
CR0001192,C005,M00143,Yes,No,No,0
CR0001193,C005,M00566,Yes,No,No,0
CR0001194,C005,M00973,Yes,No,No,0
CR0001195,C005,M00913,Yes,Yes,No,0
CR0001196,C005,M00455,Yes,Yes,No,0
CR0001197,C005,M00632,Yes,No,No,0
CR0001198,C005,M00783,Yes,Yes,No,0
CR0001199,C005,M01045,Yes,No,No,0
CR0001200,C005,M01331,Yes,No,No,0
CR0001201,C005,M00623,Yes,Yes,Yes,480
CR0001202,C005,M00841,Yes,No,Yes,840
CR0001203,C005,M01044,Yes,No,No,0
CR0001204,C005,M01101,Yes,Yes,No,0
CR0001205,C005,M01318,Yes,No,No,0
CR0001206,C005,M00199,Yes,No,No,0
CR0001207,C005,M00848,Yes,Yes,No,0
CR0001208,C005,M00836,Yes,Yes,No,0
CR0001209,C005,M00653,Yes,No,No,0
CR0001210,C005,M00792,Yes,No,No,0
CR0001211,C005,M00190,Yes,No,No,0
CR0001212,C005,M00495,Yes,No,No,0
CR0001213,C005,M00358,Yes,Yes,No,0
CR0001214,C005,M00350,Yes,No,No,0
CR0001215,C005,M00692,Yes,Yes,No,0
CR0001216,C005,M00409,Yes,No,No,0
CR0001217,C005,M00041,Yes,No,No,0
CR0001218,C005,M01368,Yes,No,No,0
CR0001219,C005,M01066,Yes,No,No,0
CR0001220,C005,M00076,Yes,Yes,Yes,480
CR0001221,C005,M00358,Yes,No,No,0
CR0001222,C005,M00314,Yes,No,No,0
CR0001223,C005,M00483,Yes,No,No,0
CR0001224,C005,M00837,Yes,No,Yes,540
CR0001225,C005,M00376,Yes,Yes,No,0
CR0001226,C005,M01371,Yes,No,No,0
CR0001227,C005,M00485,Yes,No,No,0
CR0001228,C005,M01396,Yes,No,No,0
CR0001229,C005,M00563,Yes,No,No,0
CR0001230,C005,M00588,Yes,No,No,0
CR0001231,C005,M01364,Yes,Yes,No,0
CR0001232,C005,M00908,Yes,No,No,0
CR0001233,C005,M00529,Yes,No,No,0
CR0001234,C005,M00261,Yes,Yes,No,0
CR0001235,C005,M00438,Yes,No,No,0
CR0001236,C005,M00311,Yes,No,Yes,540
CR0001237,C005,M00643,Yes,No,No,0
CR0001238,C005,M00262,Yes,No,Yes,840
CR0001239,C005,M00918,Yes,Yes,Yes,390
CR0001240,C005,M00582,Yes,No,No,0
CR0001241,C005,M00771,Yes,Yes,No,0
CR0001242,C005,M00870,Yes,No,No,0
CR0001243,C005,M00282,Yes,No,No,0
CR0001244,C005,M00596,Yes,No,No,0
CR0001245,C005,M01143,Yes,No,No,0
CR0001246,C005,M00499,Yes,Yes,No,0
CR0001247,C005,M01229,Yes,No,Yes,840
CR0001248,C005,M01207,Yes,No,No,0
CR0001249,C005,M01213,Yes,No,No,0
CR0001250,C005,M00473,Yes,No,No,0
CR0001251,C005,M00799,Yes,Yes,No,0
CR0001252,C005,M00776,Yes,No,No,0
CR0001253,C005,M01026,Yes,No,No,0
CR0001254,C005,M00882,Yes,Yes,No,0
CR0001255,C005,M00765,Yes,No,No,0
CR0001256,C005,M01130,Yes,No,No,0
CR0001257,C005,M01381,Yes,No,No,0
CR0001258,C005,M00009,Yes,Yes,No,0
CR0001259,C005,M01344,Yes,No,No,0
CR0001260,C005,M00765,Yes,No,No,0
CR0001261,C005,M00364,Yes,No,No,0
CR0001262,C005,M01145,Yes,No,No,0
CR0001263,C005,M01060,Yes,No,No,0
CR0001264,C005,M00367,Yes,No,No,0
CR0001265,C005,M00934,Yes,No,No,0
CR0001266,C005,M01188,Yes,No,No,0
CR0001267,C005,M00004,Yes,No,No,0
CR0001268,C005,M00929,Yes,Yes,No,0
CR0001269,C005,M00124,Yes,No,No,0
CR0001270,C005,M01069,Yes,Yes,No,0
CR0001271,C005,M00006,Yes,Yes,No,0
CR0001272,C005,M00471,Yes,Yes,No,0
CR0001273,C005,M00780,Yes,No,No,0
CR0001274,C005,M01384,Yes,No,No,0
CR0001275,C005,M01326,Yes,No,No,0
CR0001276,C005,M00224,Yes,No,No,0
CR0001277,C005,M00989,Yes,No,No,0
CR0001278,C005,M01268,Yes,No,No,0
CR0001279,C005,M00530,Yes,No,No,0
CR0001280,C005,M01114,Yes,Yes,Yes,540
CR0001281,C005,M00095,Yes,Yes,No,0
CR0001282,C005,M00638,Yes,Yes,No,0
CR0001283,C005,M00824,Yes,No,No,0
CR0001284,C005,M01091,Yes,No,No,0
CR0001285,C005,M00941,Yes,Yes,No,0
CR0001286,C005,M00683,Yes,No,No,0
CR0001287,C005,M01253,Yes,No,No,0
CR0001288,C005,M01372,Yes,No,No,0
CR0001289,C005,M00792,Yes,No,No,0
CR0001290,C005,M00091,Yes,Yes,Yes,840
CR0001291,C005,M00062,Yes,No,No,0
CR0001292,C005,M00158,Yes,No,No,0
CR0001293,C005,M00709,Yes,No,No,0
CR0001294,C005,M00813,Yes,No,No,0
CR0001295,C005,M00428,Yes,Yes,No,0
CR0001296,C005,M00136,Yes,Yes,No,0
CR0001297,C005,M00150,Yes,No,No,0
CR0001298,C005,M00718,Yes,No,No,0
CR0001299,C005,M00593,Yes,Yes,No,0
CR0001300,C005,M00824,Yes,No,No,0
CR0001301,C005,M01181,Yes,No,No,0
CR0001302,C005,M00977,Yes,No,No,0
CR0001303,C005,M00462,Yes,No,No,0
CR0001304,C005,M01175,Yes,Yes,No,0
CR0001305,C005,M00916,Yes,Yes,No,0
CR0001306,C005,M00892,Yes,No,No,0
CR0001307,C005,M00566,Yes,Yes,No,0
CR0001308,C005,M01210,Yes,No,No,0
CR0001309,C005,M00222,Yes,No,No,0
CR0001310,C005,M01105,Yes,Yes,No,0
CR0001311,C005,M00106,Yes,Yes,No,0
CR0001312,C005,M00719,Yes,No,No,0
CR0001313,C005,M01306,Yes,No,No,0
CR0001314,C005,M01244,Yes,Yes,No,0
CR0001315,C005,M00191,Yes,No,No,0
CR0001316,C005,M00848,Yes,No,Yes,540
CR0001317,C005,M00755,Yes,Yes,No,0
CR0001318,C005,M01028,Yes,No,No,0
CR0001319,C005,M00640,Yes,No,No,0
CR0001320,C005,M00678,Yes,No,No,0
CR0001321,C005,M00363,Yes,No,No,0
CR0001322,C005,M00413,Yes,No,No,0
CR0001323,C005,M00728,Yes,No,No,0
CR0001324,C005,M01169,Yes,No,No,0
CR0001325,C005,M00229,Yes,No,No,0
CR0001326,C005,M01143,Yes,No,No,0
CR0001327,C005,M00296,Yes,Yes,No,0
CR0001328,C005,M00105,Yes,No,No,0
CR0001329,C005,M01063,Yes,No,No,0
CR0001330,C005,M00264,Yes,No,No,0
CR0001331,C005,M00386,Yes,No,No,0
CR0001332,C005,M00394,Yes,No,No,0
CR0001333,C005,M00415,Yes,Yes,No,0
CR0001334,C005,M00660,Yes,No,Yes,390
CR0001335,C005,M00869,Yes,No,No,0
CR0001336,C005,M00077,Yes,No,No,0
CR0001337,C005,M00697,Yes,Yes,No,0
CR0001338,C005,M01361,Yes,Yes,No,0
CR0001339,C005,M00796,Yes,No,No,0
CR0001340,C005,M00324,Yes,No,No,0
CR0001341,C005,M00329,Yes,No,No,0
CR0001342,C005,M00767,Yes,No,No,0
CR0001343,C005,M00222,Yes,No,No,0
CR0001344,C005,M00119,Yes,No,No,0
CR0001345,C005,M00831,Yes,No,No,0
CR0001346,C005,M00113,Yes,No,No,0
CR0001347,C005,M01317,Yes,No,No,0
CR0001348,C005,M00275,Yes,Yes,No,0
CR0001349,C005,M00901,Yes,No,No,0
CR0001350,C005,M01340,Yes,No,No,0
CR0001351,C005,M00186,Yes,No,No,0
CR0001352,C005,M01182,Yes,No,No,0
CR0001353,C005,M01197,Yes,Yes,No,0
CR0001354,C005,M00189,Yes,Yes,No,0
CR0001355,C005,M01220,Yes,No,No,0
CR0001356,C005,M01082,Yes,No,No,0
CR0001357,C005,M00951,Yes,No,No,0
CR0001358,C005,M01344,Yes,No,No,0
CR0001359,C005,M00342,Yes,No,No,0
CR0001360,C005,M00034,Yes,No,No,0
CR0001361,C005,M00810,Yes,Yes,No,0
CR0001362,C005,M00224,Yes,No,No,0
CR0001363,C005,M01249,Yes,No,No,0
CR0001364,C005,M00792,Yes,Yes,No,0
CR0001365,C005,M01258,Yes,No,Yes,540
CR0001366,C005,M00995,Yes,Yes,No,0
CR0001367,C005,M00304,Yes,No,No,0
CR0001368,C005,M00514,Yes,No,No,0
CR0001369,C005,M01143,Yes,No,No,0
CR0001370,C005,M00951,Yes,No,No,0
CR0001371,C005,M00424,Yes,No,No,0
CR0001372,C005,M00988,Yes,No,No,0
CR0001373,C005,M00872,Yes,No,No,0
CR0001374,C005,M01278,Yes,No,No,0
CR0001375,C005,M00862,Yes,No,No,0
CR0001376,C005,M00063,Yes,No,No,0
CR0001377,C005,M00423,Yes,No,No,0
CR0001378,C005,M00909,Yes,No,No,0
CR0001379,C005,M00822,Yes,No,No,0
CR0001380,C005,M01202,Yes,Yes,No,0
CR0001381,C005,M01400,Yes,No,No,0
CR0001382,C005,M01378,Yes,No,No,0
CR0001383,C005,M00682,Yes,No,No,0
CR0001384,C005,M00988,Yes,No,No,0
CR0001385,C005,M00134,Yes,No,No,0
CR0001386,C005,M01165,Yes,No,No,0
CR0001387,C005,M00733,Yes,No,No,0
CR0001388,C005,M01290,Yes,No,No,0
CR0001389,C005,M00512,Yes,Yes,No,0
CR0001390,C005,M00418,Yes,No,No,0
CR0001391,C005,M00022,Yes,No,No,0
CR0001392,C005,M01163,Yes,No,No,0
CR0001393,C005,M00446,Yes,No,No,0
CR0001394,C005,M00582,Yes,Yes,No,0
CR0001395,C005,M00464,Yes,Yes,No,0
CR0001396,C005,M00352,Yes,Yes,No,0
CR0001397,C005,M00614,Yes,Yes,Yes,540
CR0001398,C005,M00787,Yes,No,No,0
CR0001399,C005,M00273,Yes,No,No,0
CR0001400,C005,M00022,Yes,Yes,No,0
CR0001401,C006,M00953,Yes,Yes,No,0
CR0001402,C006,M00304,Yes,No,Yes,840
CR0001403,C006,M01011,Yes,No,No,0
CR0001404,C006,M01076,Yes,No,No,0
CR0001405,C006,M00679,Yes,No,Yes,540
CR0001406,C006,M01030,Yes,No,No,0
CR0001407,C006,M01097,Yes,No,No,0
CR0001408,C006,M01220,Yes,No,Yes,840
CR0001409,C006,M01180,Yes,No,No,0
CR0001410,C006,M01394,Yes,Yes,No,0
CR0001411,C006,M00974,Yes,No,No,0
CR0001412,C006,M00277,Yes,Yes,No,0
CR0001413,C006,M01363,Yes,No,No,0
CR0001414,C006,M00648,Yes,Yes,No,0
CR0001415,C006,M01050,Yes,No,Yes,840
CR0001416,C006,M00738,Yes,No,No,0
CR0001417,C006,M00948,Yes,No,No,0
CR0001418,C006,M00017,Yes,Yes,Yes,540
CR0001419,C006,M01305,Yes,No,Yes,300
CR0001420,C006,M01250,Yes,Yes,No,0
CR0001421,C006,M01344,Yes,No,No,0
CR0001422,C006,M01133,Yes,Yes,No,0
CR0001423,C006,M01205,Yes,No,Yes,390
CR0001424,C006,M00640,Yes,No,No,0
CR0001425,C006,M00507,Yes,No,No,0
CR0001426,C006,M00365,Yes,No,No,0
CR0001427,C006,M00161,Yes,Yes,No,0
CR0001428,C006,M00885,Yes,No,No,0
CR0001429,C006,M01189,Yes,No,No,0
CR0001430,C006,M00281,Yes,No,No,0
CR0001431,C006,M01084,Yes,No,No,0
CR0001432,C006,M00302,Yes,No,No,0
CR0001433,C006,M00736,Yes,No,No,0
CR0001434,C006,M00212,Yes,No,No,0
CR0001435,C006,M01186,Yes,No,No,0
CR0001436,C006,M01067,Yes,No,No,0
CR0001437,C006,M00315,Yes,No,No,0
CR0001438,C006,M01271,Yes,No,No,0
CR0001439,C006,M01248,Yes,No,No,0
CR0001440,C006,M00552,Yes,Yes,No,0
CR0001441,C006,M00718,Yes,Yes,No,0
CR0001442,C006,M00669,Yes,No,No,0
CR0001443,C006,M00955,Yes,No,No,0
CR0001444,C006,M00678,Yes,Yes,No,0
CR0001445,C006,M00350,Yes,No,No,0
CR0001446,C006,M00308,Yes,No,No,0
CR0001447,C006,M00034,Yes,No,No,0
CR0001448,C006,M00448,Yes,Yes,No,0
CR0001449,C006,M00794,Yes,Yes,No,0
CR0001450,C006,M00889,Yes,Yes,No,0
CR0001451,C006,M00822,Yes,No,No,0
CR0001452,C006,M00845,Yes,No,No,0
CR0001453,C006,M00974,Yes,No,No,0
CR0001454,C006,M01065,Yes,No,No,0
CR0001455,C006,M00986,Yes,No,No,0
CR0001456,C006,M00932,Yes,No,No,0
CR0001457,C006,M01099,Yes,No,No,0
CR0001458,C006,M00605,Yes,No,No,0
CR0001459,C006,M00397,Yes,No,No,0
CR0001460,C006,M00297,Yes,Yes,No,0
CR0001461,C006,M00249,Yes,No,No,0
CR0001462,C006,M00535,Yes,No,No,0
CR0001463,C006,M00559,Yes,No,No,0
CR0001464,C006,M01394,Yes,No,No,0
CR0001465,C006,M00807,Yes,No,Yes,840
CR0001466,C006,M01080,Yes,Yes,Yes,390
CR0001467,C006,M00694,Yes,No,No,0
CR0001468,C006,M00639,Yes,No,No,0
CR0001469,C006,M01263,Yes,Yes,No,0
CR0001470,C006,M00929,Yes,No,No,0
CR0001471,C006,M00989,Yes,No,No,0
CR0001472,C006,M00737,Yes,No,No,0
CR0001473,C006,M00092,Yes,No,No,0
CR0001474,C006,M01314,Yes,No,No,0
CR0001475,C006,M00807,Yes,No,No,0
CR0001476,C006,M00084,Yes,No,No,0
CR0001477,C006,M00162,Yes,No,No,0
CR0001478,C006,M01038,Yes,No,No,0
CR0001479,C006,M01183,Yes,Yes,No,0
CR0001480,C006,M00121,Yes,No,No,0
CR0001481,C006,M00380,Yes,No,No,0
CR0001482,C006,M00473,Yes,No,No,0
CR0001483,C006,M00961,Yes,No,No,0
CR0001484,C006,M01015,Yes,Yes,No,0
CR0001485,C006,M00685,Yes,No,No,0
CR0001486,C006,M00636,Yes,Yes,No,0
CR0001487,C006,M00732,Yes,No,No,0
CR0001488,C006,M00012,Yes,Yes,No,0
CR0001489,C006,M01133,Yes,No,No,0
CR0001490,C006,M00218,Yes,No,No,0
CR0001491,C006,M01400,Yes,No,No,0
CR0001492,C006,M01007,Yes,No,No,0
CR0001493,C006,M00570,Yes,No,No,0
CR0001494,C006,M00783,Yes,Yes,No,0
CR0001495,C006,M00741,Yes,No,No,0
CR0001496,C006,M00252,Yes,No,No,0
CR0001497,C006,M00730,Yes,No,No,0
CR0001498,C006,M00697,Yes,No,No,0
CR0001499,C006,M00843,Yes,Yes,No,0
CR0001500,C006,M01337,Yes,No,No,0
CR0001501,C006,M00268,Yes,No,No,0
CR0001502,C006,M00383,Yes,No,No,0
CR0001503,C006,M01034,Yes,No,No,0
CR0001504,C006,M00525,Yes,No,No,0
CR0001505,C006,M00874,Yes,No,No,0
CR0001506,C006,M00780,Yes,No,No,0
CR0001507,C006,M00018,Yes,No,No,0
CR0001508,C006,M00653,Yes,No,Yes,480
CR0001509,C006,M00192,Yes,No,No,0
CR0001510,C006,M00875,Yes,No,No,0
CR0001511,C006,M00475,Yes,No,No,0
CR0001512,C006,M01359,Yes,No,No,0
CR0001513,C006,M00659,Yes,No,No,0
CR0001514,C006,M00165,Yes,No,No,0
CR0001515,C006,M01108,Yes,No,No,0
CR0001516,C006,M00116,Yes,No,No,0
CR0001517,C006,M01193,Yes,Yes,Yes,480
CR0001518,C006,M00707,Yes,Yes,No,0
CR0001519,C006,M00362,Yes,No,No,0
CR0001520,C006,M00033,Yes,No,No,0
CR0001521,C006,M00820,Yes,No,No,0
CR0001522,C006,M00202,Yes,No,No,0
CR0001523,C006,M00885,Yes,No,No,0
CR0001524,C006,M00715,Yes,No,No,0
CR0001525,C006,M00507,Yes,No,No,0
CR0001526,C006,M00694,Yes,Yes,No,0
CR0001527,C006,M00201,Yes,No,No,0
CR0001528,C006,M00199,Yes,No,No,0
CR0001529,C006,M01272,Yes,Yes,No,0
CR0001530,C006,M00158,Yes,Yes,Yes,840
CR0001531,C006,M00209,Yes,No,Yes,300
CR0001532,C006,M00229,Yes,No,No,0
CR0001533,C006,M00891,Yes,No,No,0
CR0001534,C006,M01239,Yes,No,No,0
CR0001535,C006,M00279,Yes,No,No,0
CR0001536,C006,M01154,Yes,No,No,0
CR0001537,C006,M00767,Yes,No,No,0
CR0001538,C006,M01077,Yes,Yes,No,0
CR0001539,C006,M00473,Yes,No,Yes,390
CR0001540,C006,M01054,Yes,No,No,0
CR0001541,C006,M01009,Yes,Yes,No,0
CR0001542,C006,M01220,Yes,Yes,No,0
CR0001543,C006,M01082,Yes,No,No,0
CR0001544,C006,M00224,Yes,Yes,No,0
CR0001545,C006,M00444,Yes,Yes,No,0
CR0001546,C006,M00977,Yes,No,No,0
CR0001547,C006,M00598,Yes,No,No,0
CR0001548,C006,M01287,Yes,No,No,0
CR0001549,C006,M00989,Yes,No,No,0
CR0001550,C006,M01348,Yes,No,No,0
CR0001551,C006,M00546,Yes,No,No,0
CR0001552,C006,M00671,Yes,Yes,No,0
CR0001553,C006,M00518,Yes,No,No,0
CR0001554,C006,M00183,Yes,No,Yes,840
CR0001555,C006,M00861,Yes,Yes,Yes,540
CR0001556,C006,M00410,Yes,Yes,No,0
CR0001557,C006,M00655,Yes,No,Yes,390
CR0001558,C006,M00848,Yes,No,No,0
CR0001559,C006,M00388,Yes,No,No,0
CR0001560,C006,M00631,Yes,Yes,No,0
CR0001561,C006,M00077,Yes,No,No,0
CR0001562,C006,M01398,Yes,Yes,No,0
CR0001563,C006,M00135,Yes,No,No,0
CR0001564,C006,M00565,Yes,No,No,0
CR0001565,C006,M00888,Yes,No,No,0
CR0001566,C006,M00672,Yes,Yes,No,0
CR0001567,C006,M00933,Yes,No,Yes,480
CR0001568,C006,M00338,Yes,Yes,No,0
CR0001569,C006,M00742,Yes,No,No,0
CR0001570,C006,M01134,Yes,No,No,0
CR0001571,C006,M00655,Yes,No,No,0
CR0001572,C006,M01084,Yes,No,No,0
CR0001573,C006,M00368,Yes,No,No,0
CR0001574,C006,M00403,Yes,Yes,No,0
CR0001575,C006,M00256,Yes,No,No,0
CR0001576,C006,M00514,Yes,No,No,0
CR0001577,C006,M00683,Yes,No,No,0
CR0001578,C006,M01331,Yes,Yes,No,0
CR0001579,C006,M00650,Yes,No,No,0
CR0001580,C006,M01092,Yes,No,Yes,540
CR0001581,C006,M00913,Yes,No,No,0
CR0001582,C006,M00760,Yes,No,No,0
CR0001583,C006,M01078,Yes,No,No,0
CR0001584,C006,M00699,Yes,Yes,No,0
CR0001585,C006,M00089,Yes,Yes,No,0
CR0001586,C006,M00177,Yes,No,No,0
CR0001587,C006,M00223,Yes,Yes,No,0
CR0001588,C006,M00717,Yes,No,Yes,480
CR0001589,C006,M01211,Yes,Yes,No,0
CR0001590,C006,M01254,Yes,No,No,0
CR0001591,C006,M00311,Yes,No,No,0
CR0001592,C006,M01007,Yes,No,No,0
CR0001593,C006,M00699,Yes,No,Yes,300
CR0001594,C006,M00295,Yes,Yes,No,0
CR0001595,C006,M01110,Yes,No,No,0
CR0001596,C006,M01259,Yes,No,No,0
CR0001597,C006,M01054,Yes,No,No,0
CR0001598,C006,M00140,Yes,No,Yes,840
CR0001599,C006,M00738,Yes,No,No,0
CR0001600,C006,M00972,Yes,No,No,0
CR0001601,C006,M00831,Yes,No,No,0
CR0001602,C006,M00382,Yes,No,No,0
CR0001603,C006,M01056,Yes,No,No,0
CR0001604,C006,M01128,Yes,Yes,No,0
CR0001605,C006,M00124,Yes,Yes,No,0
CR0001606,C006,M00215,Yes,Yes,No,0
CR0001607,C006,M00427,Yes,No,Yes,840
CR0001608,C006,M00708,Yes,Yes,No,0
CR0001609,C006,M00433,Yes,Yes,No,0
CR0001610,C006,M00583,Yes,No,Yes,390
CR0001611,C006,M00550,Yes,Yes,No,0
CR0001612,C006,M00053,Yes,Yes,Yes,840
CR0001613,C006,M00916,Yes,No,No,0
CR0001614,C006,M00297,Yes,No,No,0
CR0001615,C006,M00420,Yes,Yes,No,0
CR0001616,C006,M01006,Yes,Yes,No,0
CR0001617,C006,M01120,Yes,Yes,No,0
CR0001618,C006,M00927,Yes,Yes,No,0
CR0001619,C006,M00317,Yes,No,No,0
CR0001620,C006,M00399,Yes,No,No,0
CR0001621,C006,M00225,Yes,No,No,0
CR0001622,C006,M01173,Yes,No,No,0
CR0001623,C006,M01091,Yes,Yes,No,0
CR0001624,C006,M01205,Yes,No,No,0
CR0001625,C006,M01328,Yes,No,No,0
CR0001626,C006,M00580,Yes,No,No,0
CR0001627,C006,M01350,Yes,No,No,0
CR0001628,C006,M00347,Yes,No,No,0
CR0001629,C006,M01131,Yes,No,No,0
CR0001630,C006,M00517,Yes,Yes,No,0
CR0001631,C006,M01012,Yes,No,No,0
CR0001632,C006,M01125,Yes,No,No,0
CR0001633,C006,M00582,Yes,No,No,0
CR0001634,C006,M00976,Yes,Yes,Yes,300
CR0001635,C006,M01316,Yes,No,Yes,540
CR0001636,C006,M00107,Yes,No,No,0
CR0001637,C006,M00146,Yes,No,No,0
CR0001638,C006,M00345,Yes,No,No,0
CR0001639,C006,M00172,Yes,No,No,0
CR0001640,C006,M01223,Yes,Yes,No,0
CR0001641,C006,M00922,Yes,No,Yes,540
CR0001642,C006,M01302,Yes,Yes,No,0
CR0001643,C006,M00881,Yes,No,No,0
CR0001644,C006,M00288,Yes,No,No,0
CR0001645,C006,M00200,Yes,No,No,0
CR0001646,C006,M00582,Yes,No,No,0
CR0001647,C006,M01209,Yes,Yes,No,0
CR0001648,C006,M00232,Yes,No,No,0
CR0001649,C006,M00043,Yes,Yes,No,0
CR0001650,C006,M01243,Yes,No,No,0
CR0001651,C006,M00754,Yes,No,No,0
CR0001652,C006,M00868,Yes,No,No,0
CR0001653,C006,M00265,Yes,No,No,0
CR0001654,C006,M00580,Yes,No,No,0
CR0001655,C006,M00040,Yes,No,No,0
CR0001656,C006,M01261,Yes,No,No,0
CR0001657,C006,M00335,Yes,No,No,0
CR0001658,C006,M00129,Yes,No,No,0
CR0001659,C006,M00305,Yes,No,No,0
CR0001660,C006,M01374,Yes,Yes,No,0
CR0001661,C006,M01022,Yes,No,No,0
CR0001662,C006,M00013,Yes,Yes,No,0
CR0001663,C006,M01142,Yes,No,No,0
CR0001664,C006,M01297,Yes,No,No,0
CR0001665,C006,M00798,Yes,No,No,0
CR0001666,C006,M00685,Yes,Yes,No,0
CR0001667,C006,M01196,Yes,Yes,No,0
CR0001668,C006,M01115,Yes,No,No,0
CR0001669,C006,M00211,Yes,Yes,No,0
CR0001670,C007,M00427,Yes,No,No,0
CR0001671,C007,M00657,Yes,No,No,0
CR0001672,C007,M01271,Yes,No,No,0
CR0001673,C007,M01291,Yes,No,No,0
CR0001674,C007,M00897,Yes,No,No,0
CR0001675,C007,M00797,Yes,No,No,0
CR0001676,C007,M00124,Yes,No,No,0
CR0001677,C007,M00926,Yes,No,No,0
CR0001678,C007,M00686,Yes,Yes,No,0
CR0001679,C007,M00761,Yes,No,No,0
CR0001680,C007,M00934,Yes,No,No,0
CR0001681,C007,M00221,Yes,No,No,0
CR0001682,C007,M00515,Yes,No,No,0
CR0001683,C007,M01127,Yes,No,No,0
CR0001684,C007,M00383,Yes,No,Yes,480
CR0001685,C007,M00457,Yes,Yes,No,0
CR0001686,C007,M00856,Yes,Yes,No,0
CR0001687,C007,M00234,Yes,Yes,Yes,840
CR0001688,C007,M00099,Yes,No,No,0
CR0001689,C007,M00244,Yes,No,No,0
CR0001690,C007,M01120,Yes,No,No,0
CR0001691,C007,M00590,Yes,Yes,No,0
CR0001692,C007,M00996,Yes,No,No,0
CR0001693,C007,M01085,Yes,No,No,0
CR0001694,C007,M00274,Yes,No,No,0
CR0001695,C007,M00428,Yes,No,Yes,540
CR0001696,C007,M00225,Yes,No,No,0
CR0001697,C007,M00600,Yes,No,No,0
CR0001698,C007,M01163,Yes,Yes,No,0
CR0001699,C007,M00996,Yes,No,No,0
CR0001700,C007,M00601,Yes,No,No,0
CR0001701,C007,M00716,Yes,No,No,0
CR0001702,C007,M01088,Yes,No,No,0
CR0001703,C007,M00862,Yes,No,No,0
CR0001704,C007,M01146,Yes,No,Yes,390
CR0001705,C007,M01074,Yes,No,No,0
CR0001706,C007,M01167,Yes,Yes,No,0
CR0001707,C007,M00154,Yes,No,No,0
CR0001708,C007,M00956,Yes,No,Yes,390
CR0001709,C007,M00227,Yes,Yes,No,0
CR0001710,C007,M00709,Yes,No,No,0
CR0001711,C007,M00342,Yes,No,No,0
CR0001712,C007,M00756,Yes,Yes,No,0
CR0001713,C007,M00767,Yes,No,No,0
CR0001714,C007,M01000,Yes,No,No,0
CR0001715,C007,M01098,Yes,No,Yes,540
CR0001716,C007,M00688,Yes,No,No,0
CR0001717,C007,M01300,Yes,Yes,No,0
CR0001718,C007,M00268,Yes,No,No,0
CR0001719,C007,M00694,Yes,No,No,0
CR0001720,C007,M00249,Yes,No,Yes,390
CR0001721,C007,M00204,Yes,No,No,0
CR0001722,C007,M00975,Yes,Yes,No,0
CR0001723,C007,M01203,Yes,Yes,Yes,540
CR0001724,C007,M00366,Yes,No,No,0
CR0001725,C007,M00868,Yes,No,No,0
CR0001726,C007,M00324,Yes,No,No,0
CR0001727,C007,M00403,Yes,No,No,0
CR0001728,C007,M00763,Yes,No,Yes,840
CR0001729,C007,M00385,Yes,No,No,0
CR0001730,C007,M00548,Yes,No,Yes,540
CR0001731,C007,M01078,Yes,Yes,No,0
CR0001732,C007,M00660,Yes,No,No,0
CR0001733,C007,M00674,Yes,Yes,No,0
CR0001734,C007,M00545,Yes,No,No,0
CR0001735,C007,M00910,Yes,No,No,0
CR0001736,C007,M00526,Yes,No,No,0
CR0001737,C007,M00722,Yes,Yes,Yes,540
CR0001738,C007,M01265,Yes,No,No,0
CR0001739,C007,M00399,Yes,No,No,0
CR0001740,C007,M00697,Yes,Yes,No,0
CR0001741,C007,M00754,Yes,No,No,0
CR0001742,C007,M00398,Yes,No,No,0
CR0001743,C007,M00614,Yes,No,No,0
CR0001744,C007,M01046,Yes,No,No,0
CR0001745,C007,M00562,Yes,No,Yes,540
CR0001746,C007,M00432,Yes,No,No,0
CR0001747,C007,M00066,Yes,No,No,0
CR0001748,C007,M00115,Yes,Yes,No,0
CR0001749,C007,M00535,Yes,Yes,No,0
CR0001750,C007,M00162,Yes,No,No,0
CR0001751,C007,M00156,Yes,Yes,No,0
CR0001752,C007,M01182,Yes,No,No,0
CR0001753,C007,M01288,Yes,No,No,0
CR0001754,C007,M01025,Yes,No,No,0
CR0001755,C007,M00105,Yes,No,No,0
CR0001756,C007,M00847,Yes,No,No,0
CR0001757,C007,M00018,Yes,No,No,0
CR0001758,C007,M00732,Yes,No,No,0
CR0001759,C007,M00728,Yes,No,No,0
CR0001760,C007,M00637,Yes,No,No,0
CR0001761,C007,M00012,Yes,No,Yes,540
CR0001762,C007,M00005,Yes,No,Yes,480
CR0001763,C007,M01329,Yes,No,No,0
CR0001764,C007,M00081,Yes,Yes,No,0
CR0001765,C007,M01109,Yes,No,No,0
CR0001766,C007,M01039,Yes,No,No,0
CR0001767,C007,M00525,Yes,No,No,0
