visit_id,member_id,visit_date,facility_id,service_category,check_in_hour,duration_minutes,source_system
V00029686,M00653,2025-06-09,F02,Fitness,8,108,Access control
V00029687,M00653,2025-06-16,F01,Fitness,18,102,Access control
V00029688,M00653,2025-09-18,F01,Fitness,19,49,Access control
V00029689,M00653,2025-10-25,F04,Gymnasium,11,33,Access control
V00029690,M00653,2025-11-14,F04,Fitness,17,108,Access control
V00029691,M00653,2025-12-17,F04,Group class,17,78,Access control
V00029692,M00654,2024-04-24,F02,Aquatics,18,70,Access control
V00029693,M00654,2024-05-16,F02,Gymnasium,9,97,Access control
V00029694,M00654,2024-09-04,F02,Aquatics,17,123,Access control
V00029695,M00654,2024-09-01,F02,Gymnasium,19,115,Access control
V00029696,M00654,2024-10-08,F02,Group class,19,56,Access control
V00029697,M00654,2024-12-10,F02,Fitness,17,43,Access control
V00029698,M00655,2025-04-08,F04,Aquatics,6,76,Access control
V00029699,M00655,2025-04-14,F04,Group class,18,115,Access control
V00029700,M00655,2025-04-13,F04,Aquatics,18,103,Access control
V00029701,M00655,2025-04-27,F04,Fitness,16,61,Access control
V00029702,M00655,2025-05-06,F04,Gymnasium,8,73,Access control
V00029703,M00655,2025-06-27,F04,Fitness,17,85,Access control
V00029704,M00655,2025-08-02,F04,Open recreation,17,85,Access control
V00029705,M00655,2025-09-24,F04,Aquatics,12,74,Access control
V00029706,M00655,2025-09-18,F04,Fitness,11,38,Access control
V00029707,M00655,2025-09-16,F04,Fitness,12,120,Access control
V00029708,M00655,2025-09-08,F04,Fitness,8,85,Access control
V00029709,M00655,2025-10-08,F04,Aquatics,16,92,Access control
V00029710,M00655,2025-11-14,F02,Open recreation,17,62,Access control
V00029711,M00655,2025-12-12,F04,Fitness,10,89,Access control
V00029712,M00655,2025-12-13,F04,Fitness,15,66,Access control
V00029713,M00655,2025-12-12,F04,Open recreation,17,69,Access control
V00029714,M00656,2024-09-25,F02,Aquatics,17,122,Access control
V00029715,M00656,2024-09-17,F01,Fitness,10,113,Access control
V00029716,M00656,2024-10-24,F01,Aquatics,7,53,Access control
V00029717,M00656,2024-10-24,F01,Gymnasium,20,30,Access control
V00029718,M00656,2024-10-25,F01,Aquatics,16,51,Access control
V00029719,M00656,2024-10-20,F01,Fitness,17,73,Access control
V00029720,M00656,2024-10-05,F01,Open recreation,12,39,Access control
V00029721,M00656,2024-10-18,F01,Fitness,8,52,Access control
V00029722,M00656,2024-11-04,F01,Fitness,8,121,Access control
V00029723,M00656,2024-11-26,F01,Open recreation,20,102,Access control
V00029724,M00656,2024-11-11,F01,Gymnasium,18,70,Access control
V00029725,M00656,2024-11-07,F01,Gymnasium,10,110,Access control
V00029726,M00656,2024-12-06,F01,Gymnasium,19,122,Access control
V00029727,M00656,2024-12-25,F01,Group class,18,68,Access control
V00029728,M00656,2024-12-09,F01,Open recreation,8,33,Access control
V00029729,M00656,2025-01-02,F01,Group class,16,61,Access control
V00029730,M00656,2025-01-26,F01,Group class,8,108,Access control
V00029731,M00656,2025-01-23,F01,Fitness,19,32,Access control
V00029732,M00656,2025-01-26,F01,Fitness,18,120,Access control
V00029733,M00656,2025-01-27,F02,Fitness,18,38,Access control
V00029734,M00656,2025-02-21,F01,Open recreation,16,720,Access control
V00029735,M00656,2025-02-11,F01,Aquatics,18,53,Access control
V00029736,M00656,2025-02-02,F01,Fitness,18,101,Access control
V00029737,M00656,2025-02-14,F01,Group class,8,46,Front desk entry
V00029738,M00656,2025-03-19,F01,Fitness,11,37,Access control
V00029739,M00656,2025-03-26,F01,Fitness,16,69,Access control
V00029740,M00656,2025-04-03,F04,Fitness,19,67,Access control
V00029741,M00656,2025-04-20,F01,Group class,20,60,Front desk entry
V00029742,M00656,2025-04-05,F04,Fitness,7,101,Access control
V00029743,M00656,2025-04-08,F01,Group class,12,44,Access control
V00029744,M00656,2025-04-12,F01,Group class,19,49,Access control
V00029745,M00656,2025-04-07,F01,Aquatics,17,47,Access control
V00029746,M00656,2025-05-07,F01,Gymnasium,9,112,Access control
V00029747,M00656,2025-05-03,F01,Group class,18,86,Access control
V00029748,M00656,2025-05-23,F01,Gymnasium,6,45,Access control
V00029749,M00656,2025-05-04,F01,Open recreation,18,121,Access control
V00029750,M00656,2025-07-07,F01,Open recreation,9,49,Access control
V00029751,M00656,2025-07-21,F01,Fitness,16,112,Access control
V00029752,M00656,2025-07-20,F02,Aquatics,6,46,Access control
V00029753,M00656,2025-08-05,F04,Fitness,17,47,Front desk entry
V00029754,M00656,2025-08-15,F02,Open recreation,20,89,Access control
V00029755,M00656,2025-08-25,F01,Group class,9,48,Access control
V00029756,M00656,2025-08-10,F03,Fitness,6,99,Access control
V00029757,M00656,2025-09-21,F03,Fitness,12,92,Access control
V00029758,M00656,2025-09-25,F01,Fitness,19,96,Front desk entry
V00029759,M00656,2025-09-16,F01,Group class,12,82,Access control
V00029760,M00656,2025-09-10,F01,Open recreation,15,128,Access control
V00029761,M00656,2025-10-26,F01,Fitness,19,100,Access control
V00029762,M00656,2025-10-08,F01,Aquatics,19,98,Access control
V00029763,M00656,2025-10-16,F01,Fitness,12,107,Access control
V00029764,M00656,2025-10-20,F01,Fitness,8,39,Access control
V00029765,M00656,2025-11-09,F01,Group class,16,78,Access control
V00029766,M00656,2025-11-02,F03,Gymnasium,8,70,Access control
V00029767,M00656,2025-11-17,F01,Fitness,12,60,Access control
V00029768,M00656,2025-12-11,F01,Gymnasium,15,48,Access control
V00029769,M00656,2025-12-19,F01,Open recreation,18,107,Access control
V00029770,M00657,2024-11-21,F03,Aquatics,17,109,Access control
V00029771,M00657,2025-01-25,F03,Fitness,19,33,Access control
V00029772,M00657,2025-02-14,F03,Aquatics,17,85,Access control
V00029773,M00657,2025-03-26,F03,Fitness,16,110,Access control
V00029774,M00657,2025-04-25,F03,Gymnasium,16,79,Access control
V00029775,M00657,2025-04-09,F03,Aquatics,16,44,Access control
V00029776,M00657,2025-08-22,F03,Group class,17,90,Access control
V00029777,M00657,2025-08-11,F03,Fitness,17,35,Access control
V00029778,M00657,2025-09-19,F03,Fitness,19,112,Access control
V00029779,M00657,2025-10-07,F03,Gymnasium,15,109,Access control
V00029780,M00657,2025-10-12,F03,Gymnasium,16,115,Access control
V00029781,M00657,2025-10-12,F03,Open recreation,12,58,Access control
V00029782,M00657,2025-11-20,F03,Fitness,18,83,Access control
V00029783,M00657,2025-12-20,F01,Open recreation,8,86,Access control
V00029784,M00658,2024-02-19,F02,Gymnasium,17,91,Access control
V00029785,M00658,2024-02-02,F02,Gymnasium,8,720,Access control
V00029786,M00658,2024-02-06,F02,Aquatics,19,37,Access control
V00029787,M00658,2024-02-06,F02,Aquatics,16,115,Front desk entry
V00029788,M00658,2024-03-01,F02,Gymnasium,8,123,Front desk entry
V00029789,M00658,2024-03-06,F02,Gymnasium,18,31,Access control
V00029790,M00658,2024-04-25,F02,Fitness,18,98,Front desk entry
V00029791,M00658,2024-04-05,F02,Fitness,18,49,Access control
V00029792,M00658,2024-05-11,F02,Aquatics,18,103,Access control
V00029793,M00658,2024-06-11,F02,Aquatics,16,57,Access control
V00029794,M00658,2024-06-13,F02,Aquatics,6,73,Access control
V00029795,M00658,2024-07-13,F02,Gymnasium,7,56,Front desk entry
V00029796,M00658,2024-07-24,F02,Fitness,12,94,Access control
V00029797,M00658,2024-11-20,F02,Gymnasium,12,123,Access control
V00029798,M00658,2024-12-15,F02,Open recreation,11,76,Access control
V00029799,M00658,2025-01-17,F02,Aquatics,6,59,Access control
V00029800,M00658,2025-02-07,F02,Fitness,7,94,Access control
V00029801,M00658,2025-03-15,F02,Aquatics,10,120,Access control
V00029802,M00658,2025-03-01,F02,Fitness,19,58,Access control
V00029803,M00658,2025-04-26,F02,Aquatics,6,40,Access control
V00029804,M00658,2025-04-17,F01,Aquatics,12,86,Access control
V00029805,M00658,2025-05-20,F02,Open recreation,19,99,Access control
V00029806,M00658,2025-06-27,F02,Group class,18,57,Access control
V00029807,M00658,2025-06-18,F02,Open recreation,8,41,Access control
V00029808,M00658,2025-06-13,F02,Gymnasium,11,112,Access control
V00029809,M00658,2025-07-15,F02,Group class,11,42,Access control
V00029810,M00658,2025-09-12,F02,Aquatics,17,79,Access control
V00029811,M00658,2025-11-01,F02,Gymnasium,8,90,Access control
V00029812,M00658,2025-12-23,F02,Fitness,9,64,Access control
V00029813,M00658,2025-12-19,F02,Aquatics,18,68,Access control
V00029814,M00659,2025-04-27,F03,Fitness,11,76,Access control
V00029815,M00659,2025-06-06,F03,Aquatics,11,57,Access control
V00029816,M00659,2025-06-02,F03,Aquatics,18,50,Access control
V00029817,M00659,2025-08-04,F03,Fitness,19,65,Access control
V00029818,M00659,2025-09-12,F03,Fitness,18,39,Access control
V00029819,M00659,2025-09-18,F03,Group class,10,35,Access control
V00029820,M00659,2025-11-11,F03,Aquatics,17,81,Front desk entry
V00029821,M00659,2025-11-03,F02,Aquatics,20,75,Front desk entry
V00029822,M00660,2024-10-12,F02,Open recreation,18,58,Access control
V00029823,M00660,2024-10-03,F02,Open recreation,18,101,Access control
V00029824,M00660,2024-11-22,F02,Fitness,15,89,Access control
V00029825,M00660,2024-12-05,F02,Gymnasium,17,41,Access control
V00029826,M00660,2024-12-18,F02,Open recreation,18,,Access control
V00029827,M00660,2025-01-08,F03,Aquatics,18,67,Access control
V00029828,M00660,2025-01-09,F02,Gymnasium,20,76,Access control
V00029829,M00660,2025-01-05,F02,Aquatics,16,110,Access control
V00029830,M00660,2025-01-07,F02,Aquatics,17,58,Access control
V00029831,M00660,2025-02-01,F02,Gymnasium,19,104,Access control
V00029832,M00660,2025-02-10,F02,Gymnasium,18,101,Access control
V00029833,M00660,2025-02-04,F02,Fitness,18,63,Access control
V00029834,M00660,2025-03-02,F02,Fitness,17,41,Front desk entry
V00029835,M00660,2025-03-24,F02,Fitness,19,123,Access control
V00029836,M00660,2025-04-26,F02,Open recreation,19,54,Access control
V00029837,M00660,2025-04-26,F02,Gymnasium,8,41,Access control
V00029838,M00660,2025-04-26,F02,Open recreation,18,67,Access control
V00029839,M00660,2025-04-23,F02,Gymnasium,12,75,Access control
V00029840,M00660,2025-04-02,F02,Group class,6,124,Access control
V00029841,M00660,2025-05-21,F02,Fitness,6,72,Access control
V00029842,M00660,2025-05-18,F01,Fitness,8,96,Access control
V00029843,M00660,2025-05-09,F02,Fitness,16,50,Access control
V00029844,M00660,2025-05-20,F02,Open recreation,20,55,Access control
V00029845,M00660,2025-06-12,F01,Gymnasium,18,91,Access control
V00029846,M00660,2025-08-07,F02,Aquatics,8,60,Access control
V00029847,M00660,2025-08-16,F01,Aquatics,16,108,Access control
V00029848,M00660,2025-09-01,F02,Aquatics,18,110,Access control
V00029849,M00660,2025-10-13,F02,Fitness,18,116,Access control
V00029850,M00660,2025-10-16,F02,Open recreation,6,65,Access control
V00029851,M00660,2025-11-18,F02,Gymnasium,18,84,Access control
V00029852,M00660,2025-11-08,F02,Gymnasium,19,102,Access control
V00029853,M00660,2025-11-06,F02,Fitness,6,74,Access control
V00029854,M00660,2025-11-21,F02,Open recreation,8,96,Access control
V00029855,M00660,2025-11-18,F02,Open recreation,7,79,Access control
V00029856,M00660,2025-11-03,F02,Aquatics,7,43,Access control
V00029857,M00660,2025-12-03,F02,Fitness,17,50,Access control
V00029858,M00661,2024-03-25,F04,Fitness,10,66,Access control
V00029859,M00661,2024-03-23,F04,Group class,20,107,Access control
V00029860,M00661,2024-03-27,F04,Group class,17,111,Access control
V00029861,M00661,2024-03-18,F04,Open recreation,10,125,Access control
V00029862,M00661,2024-03-19,F04,Group class,19,64,Access control
V00029863,M00661,2024-03-16,F04,Open recreation,18,59,Access control
V00029864,M00661,2024-05-23,F03,Fitness,7,126,Access control
V00029865,M00661,2024-05-15,F04,Open recreation,18,102,Access control
V00029866,M00661,2024-05-03,F04,Fitness,19,78,Front desk entry
V00029867,M00661,2024-06-10,F04,Open recreation,12,127,Access control
V00029868,M00661,2024-06-11,F01,Open recreation,8,62,Access control
V00029869,M00661,2024-06-14,F04,Group class,17,69,Access control
V00029870,M00661,2024-06-21,F04,Open recreation,16,104,Access control
V00029871,M00661,2024-06-19,F04,Open recreation,16,48,Access control
V00029872,M00661,2024-08-19,F04,Open recreation,18,62,Access control
V00029873,M00661,2024-08-17,F04,Fitness,6,116,Access control
V00029874,M00661,2024-09-12,F04,Group class,8,32,Access control
V00029875,M00661,2024-09-11,F01,Open recreation,10,51,Access control
V00029876,M00661,2024-10-12,F04,Gymnasium,7,84,Access control
V00029877,M00661,2024-10-18,F04,Aquatics,9,96,Access control
V00029878,M00661,2024-11-03,F04,Fitness,20,114,Access control
V00029879,M00661,2024-11-23,F04,Fitness,16,65,Access control
V00029880,M00661,2025-01-15,F04,Gymnasium,17,111,Access control
V00029881,M00661,2025-01-11,F02,Aquatics,17,110,Access control
V00029882,M00661,2025-01-07,F04,Open recreation,11,38,Access control
V00029883,M00661,2025-01-20,F04,Open recreation,17,123,Access control
V00029884,M00661,2025-02-17,F04,Group class,20,99,Access control
V00029885,M00661,2025-02-26,F04,Open recreation,10,117,Access control
V00029886,M00661,2025-02-21,F04,Group class,12,40,Access control
V00029887,M00661,2025-02-06,F04,Fitness,17,57,Access control
V00029888,M00661,2025-03-26,F04,Fitness,19,79,Access control
V00029889,M00661,2025-03-09,F04,Gymnasium,19,124,Access control
V00029890,M00661,2025-04-13,F02,Fitness,18,100,Access control
V00029891,M00661,2025-04-16,F02,Aquatics,18,94,Access control
V00029892,M00661,2025-04-13,F04,Fitness,20,96,Front desk entry
V00029893,M00661,2025-04-10,F04,Gymnasium,19,91,Access control
V00029894,M00661,2025-05-13,F04,Group class,20,73,Access control
V00029895,M00661,2025-05-16,F04,Fitness,8,51,Access control
V00029896,M00661,2025-05-04,F04,Aquatics,7,38,Access control
V00029897,M00661,2025-05-27,F04,Fitness,8,86,Access control
V00029898,M00661,2025-05-21,F04,Fitness,9,113,Access control
V00029899,M00661,2025-06-12,F04,Open recreation,20,47,Access control
V00029900,M00661,2025-06-02,F04,Open recreation,16,81,Access control
V00029901,M00661,2025-07-18,F04,Fitness,8,38,Access control
V00029902,M00661,2025-07-03,F04,Fitness,19,,Access control
V00029903,M00661,2025-08-19,F04,Fitness,9,116,Access control
V00029904,M00661,2025-08-10,F04,Group class,19,86,Access control
V00029905,M00661,2025-08-24,F04,Aquatics,11,117,Access control
V00029906,M00661,2025-08-04,F04,Gymnasium,12,123,Access control
V00029907,M00661,2025-09-24,F04,Aquatics,18,44,Access control
V00029908,M00661,2025-09-26,F04,Fitness,16,38,Access control
V00029909,M00661,2025-09-20,F04,Open recreation,17,100,Access control
V00029910,M00661,2025-09-13,F04,Gymnasium,18,121,Access control
V00029911,M00661,2025-10-27,F04,Fitness,8,55,Access control
V00029912,M00661,2025-10-08,F04,Aquatics,7,59,Access control
V00029913,M00661,2025-10-25,F04,Open recreation,15,115,Access control
V00029914,M00661,2025-10-17,F04,Fitness,15,73,Access control
V00029915,M00661,2025-10-21,F04,Fitness,20,83,Access control
V00029916,M00661,2025-11-15,F01,Fitness,7,79,Access control
V00029917,M00661,2025-11-04,F04,Fitness,7,66,Access control
V00029918,M00661,2025-11-04,F04,Aquatics,17,128,Access control
V00029919,M00661,2025-11-04,F04,Open recreation,17,63,Access control
V00029920,M00661,2025-11-09,F04,Fitness,18,68,Access control
V00029921,M00661,2025-12-21,F04,Group class,17,48,Access control
V00029922,M00661,2025-12-06,F04,Open recreation,18,89,Access control
V00029923,M00661,2025-12-19,F04,Gymnasium,16,118,Access control
V00029924,M00662,2022-08-27,F03,Open recreation,15,45,Access control
V00029925,M00662,2022-09-07,F02,Fitness,17,63,Access control
V00029926,M00662,2022-09-19,F03,Open recreation,11,77,Access control
V00029927,M00662,2022-10-13,F03,Group class,18,95,Access control
V00029928,M00662,2022-10-10,F03,Fitness,6,113,Access control
V00029929,M00662,2022-10-18,F03,Fitness,19,123,Access control
V00029930,M00662,2022-10-27,F03,Fitness,16,59,Access control
V00029931,M00662,2022-11-04,F04,Gymnasium,17,80,Access control
V00029932,M00662,2023-01-17,F03,Open recreation,17,60,Front desk entry
V00029933,M00662,2023-01-10,F03,Fitness,18,71,Access control
V00029934,M00662,2023-01-25,F02,Open recreation,17,36,Access control
V00029935,M00662,2023-02-16,F03,Group class,6,45,Access control
V00029936,M00662,2023-02-09,F03,Open recreation,12,78,Access control
V00029937,M00662,2023-03-26,F03,Aquatics,18,53,Access control
V00029938,M00662,2023-03-14,F03,Aquatics,18,103,Access control
V00029939,M00662,2023-07-18,F03,Open recreation,6,77,Access control
V00029940,M00662,2023-08-10,F03,Fitness,16,35,Access control
V00029941,M00662,2023-09-21,F01,Fitness,16,65,Access control
V00029942,M00662,2023-10-12,F03,Gymnasium,15,43,Access control
V00029943,M00662,2023-11-22,F03,Fitness,11,43,Access control
V00029944,M00662,2023-11-20,F03,Aquatics,7,77,Access control
V00029945,M00662,2023-12-20,F03,Fitness,12,86,Access control
V00029946,M00663,2024-02-06,F01,Open recreation,20,105,Access control
V00029947,M00663,2024-03-02,F01,Group class,17,77,Front desk entry
V00029948,M00663,2024-04-22,F01,Fitness,17,63,Access control
V00029949,M00663,2024-04-09,F01,Open recreation,19,73,Access control
V00029950,M00663,2024-04-20,F01,Gymnasium,18,81,Access control
V00029951,M00663,2024-05-15,F01,Aquatics,19,92,Access control
V00029952,M00663,2024-05-14,F01,Open recreation,12,105,Access control
V00029953,M00663,2024-06-01,F01,Gymnasium,7,,Access control
V00029954,M00663,2024-07-12,F01,Fitness,10,,Access control
V00029955,M00663,2024-07-21,F01,Aquatics,15,39,Access control
V00029956,M00663,2024-07-16,F01,Fitness,7,122,Access control
V00029957,M00663,2024-07-08,F01,Fitness,18,123,Access control
V00029958,M00663,2024-08-06,F01,Aquatics,18,126,Access control
V00029959,M00663,2024-08-18,F01,Group class,15,112,Access control
V00029960,M00663,2024-09-09,F01,Group class,11,36,Access control
V00029961,M00663,2024-09-03,F01,Open recreation,18,47,Access control
V00029962,M00663,2024-09-07,F04,Fitness,17,121,Access control
V00029963,M00663,2024-10-14,F01,Aquatics,10,113,Access control
V00029964,M00663,2024-10-05,F03,Fitness,19,66,Access control
V00029965,M00663,2024-10-11,F01,Aquatics,18,62,Access control
V00029966,M00663,2024-10-11,F01,Gymnasium,19,126,Access control
V00029967,M00663,2024-10-07,F01,Fitness,19,57,Access control
V00029968,M00663,2024-10-18,F01,Fitness,6,83,Access control
V00029969,M00663,2024-10-13,F01,Aquatics,12,35,Access control
V00029970,M00663,2024-11-11,F01,Fitness,16,48,Access control
V00029971,M00663,2024-11-18,F01,Open recreation,8,32,Access control
V00029972,M00663,2024-11-26,F01,Gymnasium,18,62,Access control
V00029973,M00663,2024-11-16,F01,Group class,10,39,Access control
V00029974,M00663,2024-11-16,F01,Aquatics,9,41,Access control
V00029975,M00663,2024-11-21,F03,Fitness,15,55,Access control
V00029976,M00663,2024-12-05,F01,Gymnasium,17,85,Access control
V00029977,M00663,2024-12-23,F01,Aquatics,18,58,Access control
V00029978,M00663,2024-12-06,F01,Open recreation,18,35,Access control
V00029979,M00663,2025-01-01,F01,Open recreation,16,84,Access control
V00029980,M00663,2025-02-20,F01,Aquatics,18,88,Access control
V00029981,M00663,2025-02-04,F01,Aquatics,18,128,Access control
V00029982,M00663,2025-02-27,F01,Gymnasium,6,79,Access control
V00029983,M00663,2025-02-02,F01,Fitness,12,130,Access control
V00029984,M00663,2025-02-20,F03,Fitness,15,94,Access control
V00029985,M00663,2025-03-24,F01,Fitness,17,124,Access control
V00029986,M00663,2025-03-11,F01,Fitness,17,122,Access control
V00029987,M00663,2025-03-21,F01,Group class,6,128,Access control
V00029988,M00663,2025-03-23,F01,Gymnasium,18,42,Access control
V00029989,M00663,2025-03-24,F01,Group class,18,107,Access control
V00029990,M00663,2025-03-08,F01,Aquatics,18,70,Access control
V00029991,M00663,2025-03-10,F01,Aquatics,19,55,Access control
V00029992,M00663,2025-03-18,F01,Aquatics,17,50,Access control
V00029993,M00663,2025-04-23,F01,Gymnasium,8,118,Access control
V00029994,M00663,2025-04-09,F01,Aquatics,17,99,Access control
V00029995,M00663,2025-04-05,F01,Fitness,17,75,Access control
V00029996,M00663,2025-04-15,F01,Aquatics,8,105,Access control
V00029997,M00663,2025-04-27,F01,Aquatics,9,106,Access control
V00029998,M00663,2025-04-24,F03,Fitness,20,121,Access control
V00029999,M00663,2025-05-10,F01,Fitness,20,116,Access control
V00030000,M00663,2025-05-06,F01,Aquatics,17,52,Access control
V00030001,M00663,2025-05-07,F01,Open recreation,11,128,Access control
V00030002,M00663,2025-06-22,F01,Gymnasium,19,38,Access control
V00030003,M00663,2025-06-07,F01,Open recreation,19,126,Access control
V00030004,M00663,2025-06-24,F01,Gymnasium,15,51,Access control
V00030005,M00663,2025-06-03,F01,Fitness,20,58,Access control
V00030006,M00663,2025-07-25,F03,Gymnasium,20,39,Access control
V00030007,M00663,2025-07-19,F01,Aquatics,12,49,Access control
V00030008,M00663,2025-07-01,F01,Fitness,10,71,Front desk entry
V00030009,M00663,2025-08-05,F01,Fitness,19,71,Access control
V00030010,M00663,2025-08-09,F01,Fitness,17,49,Access control
V00030011,M00663,2025-09-21,F04,Open recreation,15,82,Access control
V00030012,M00663,2025-09-12,F02,Gymnasium,10,93,Access control
V00030013,M00663,2025-09-09,F01,Aquatics,20,122,Access control
V00030014,M00663,2025-09-18,F01,Aquatics,11,110,Access control
V00030015,M00663,2025-09-13,F01,Group class,10,58,Access control
V00030016,M00663,2025-09-12,F01,Aquatics,18,57,Access control
V00030017,M00663,2025-10-16,F01,Fitness,11,72,Access control
V00030018,M00663,2025-10-02,F01,Aquatics,16,107,Access control
V00030019,M00663,2025-10-18,F01,Open recreation,20,87,Access control
V00030020,M00663,2025-10-01,F01,Group class,18,45,Access control
V00030021,M00663,2025-10-11,F03,Open recreation,7,116,Access control
V00030022,M00663,2025-10-23,F01,Gymnasium,17,115,Access control
V00030023,M00663,2025-10-05,F02,Group class,6,50,Access control
V00030024,M00663,2025-10-07,F01,Open recreation,16,99,Access control
V00030025,M00663,2025-11-12,F01,Open recreation,7,101,Access control
V00030026,M00663,2025-11-14,F01,Open recreation,18,97,Access control
V00030027,M00663,2025-11-27,F01,Aquatics,7,65,Access control
V00030028,M00663,2025-12-25,F01,Aquatics,17,60,Access control
V00030029,M00663,2025-12-09,F01,Fitness,18,79,Access control
V00030030,M00664,2025-06-20,F04,Fitness,11,45,Access control
V00030031,M00664,2025-06-08,F04,Open recreation,8,77,Access control
V00030032,M00664,2025-07-24,F04,Open recreation,18,65,Access control
V00030033,M00664,2025-07-15,F04,Open recreation,16,100,Access control
V00030034,M00664,2025-07-16,F04,Aquatics,8,78,Access control
V00030035,M00664,2025-07-26,F04,Open recreation,7,45,Access control
V00030036,M00664,2025-09-08,F04,Group class,11,127,Access control
V00030037,M00664,2025-09-01,F04,Aquatics,18,45,Access control
V00030038,M00664,2025-09-01,F04,Group class,11,52,Access control
V00030039,M00664,2025-10-16,F04,Fitness,18,81,Access control
V00030040,M00664,2025-11-02,F04,Fitness,11,107,Access control
V00030041,M00664,2025-11-09,F04,Gymnasium,17,107,Access control
V00030042,M00665,2024-10-20,F02,Gymnasium,20,103,Access control
V00030043,M00665,2024-10-07,F02,Fitness,20,97,Access control
V00030044,M00665,2024-10-20,F02,Group class,16,74,Access control
V00030045,M00665,2024-11-25,F02,Open recreation,9,86,Access control
V00030046,M00665,2024-11-21,F02,Fitness,19,56,Front desk entry
V00030047,M00665,2024-11-02,F02,Gymnasium,17,39,Access control
V00030048,M00665,2024-12-18,F02,Open recreation,19,58,Access control
V00030049,M00665,2024-12-23,F02,Aquatics,15,87,Access control
V00030050,M00665,2024-12-26,F04,Gymnasium,7,98,Access control
V00030051,M00665,2025-01-11,F02,Open recreation,9,124,Access control
V00030052,M00665,2025-01-19,F02,Group class,6,100,Access control
V00030053,M00665,2025-01-01,F02,Aquatics,11,93,Access control
V00030054,M00665,2025-01-13,F04,Fitness,7,92,Access control
V00030055,M00665,2025-02-12,F03,Aquatics,7,123,Access control
V00030056,M00665,2025-02-13,F04,Aquatics,7,108,Access control
V00030057,M00665,2025-02-06,F02,Fitness,19,88,Access control
V00030058,M00665,2025-02-09,F02,Aquatics,18,88,Access control
V00030059,M00665,2025-02-14,F02,Aquatics,18,41,Access control
V00030060,M00665,2025-02-09,F02,Group class,19,84,Access control
V00030061,M00665,2025-02-21,F02,Fitness,17,103,Front desk entry
V00030062,M00665,2025-03-08,F02,Fitness,16,69,Access control
V00030063,M00665,2025-03-14,F02,Group class,18,39,Access control
V00030064,M00665,2025-03-05,F02,Group class,19,61,Front desk entry
V00030065,M00665,2025-03-11,F02,Fitness,9,50,Access control
V00030066,M00665,2025-03-16,F02,Fitness,20,39,Access control
V00030067,M00665,2025-04-02,F02,Open recreation,6,100,Access control
V00030068,M00665,2025-04-17,F02,Fitness,11,60,Access control
V00030069,M00665,2025-04-09,F02,Open recreation,18,88,Access control
V00030070,M00665,2025-04-01,F02,Aquatics,12,49,Access control
V00030071,M00665,2025-05-10,F02,Aquatics,19,68,Front desk entry
V00030072,M00665,2025-06-04,F02,Group class,20,46,Access control
V00030073,M00665,2025-07-17,F02,Aquatics,15,,Access control
V00030074,M00665,2025-08-09,F04,Group class,10,95,Access control
V00030075,M00665,2025-08-05,F04,Aquatics,15,45,Access control
V00030076,M00665,2025-08-22,F02,Group class,17,48,Access control
V00030077,M00665,2025-09-01,F02,Fitness,16,31,Access control
V00030078,M00665,2025-09-04,F02,Fitness,19,50,Access control
V00030079,M00665,2025-10-14,F02,Gymnasium,17,94,Access control
V00030080,M00665,2025-10-12,F02,Gymnasium,15,125,Access control
V00030081,M00665,2025-10-24,F02,Aquatics,7,109,Access control
V00030082,M00665,2025-10-21,F02,Open recreation,7,92,Access control
V00030083,M00665,2025-10-17,F02,Group class,19,128,Access control
V00030084,M00665,2025-10-22,F02,Open recreation,18,61,Access control
V00030085,M00665,2025-10-17,F02,Fitness,8,109,Access control
V00030086,M00665,2025-12-07,F02,Open recreation,7,77,Access control
V00030087,M00665,2025-12-12,F02,Aquatics,20,83,Access control
V00030088,M00665,2025-12-26,F02,Gymnasium,12,30,Access control
V00030089,M00666,2025-03-13,F01,Gymnasium,6,45,Access control
V00030090,M00666,2025-03-27,F01,Open recreation,7,78,Access control
V00030091,M00666,2025-04-15,F01,Aquatics,6,96,Access control
V00030092,M00666,2025-05-04,F01,Fitness,18,39,Access control
V00030093,M00666,2025-05-24,F01,Fitness,9,87,Access control
V00030094,M00666,2025-05-05,F03,Aquatics,7,126,Access control
V00030095,M00666,2025-07-19,F01,Open recreation,17,121,Access control
V00030096,M00666,2025-08-04,F01,Open recreation,8,41,Access control
V00030097,M00666,2025-09-19,F01,Gymnasium,19,88,Access control
V00030098,M00666,2025-09-17,F01,Aquatics,7,37,Access control
V00030099,M00666,2025-10-25,F01,Open recreation,20,102,Access control
V00030100,M00666,2025-10-09,F01,Gymnasium,19,58,Access control
V00030101,M00666,2025-11-12,F01,Aquatics,6,46,Access control
V00030102,M00667,2022-10-14,F02,Group class,20,69,Access control
V00030103,M00667,2022-10-20,F02,Fitness,17,90,Access control
V00030104,M00667,2022-10-04,F02,Gymnasium,7,82,Access control
V00030105,M00667,2022-10-23,F02,Open recreation,19,53,Access control
V00030106,M00667,2022-10-27,F01,Fitness,18,101,Access control
V00030107,M00667,2022-10-15,F02,Fitness,17,31,Access control
V00030108,M00667,2022-10-02,F02,Fitness,19,77,Access control
V00030109,M00667,2022-10-08,F02,Group class,6,88,Access control
V00030110,M00667,2022-11-14,F02,Group class,15,101,Access control
V00030111,M00667,2022-11-09,F02,Gymnasium,11,40,Access control
