registration_id,program_id,member_id,registration_date,registration_status,amount_paid
R0001028,P20240205,M00512,2024-01-05,Completed,75
R0001029,P20240205,M00608,2024-01-03,Completed,90
R0001030,P20240205,M00047,2024-01-13,Completed,90
R0001031,P20240205,M01302,2024-01-02,Completed,80
R0001032,P20240205,M00605,2024-01-02,Completed,80
R0001033,P20240205,M01385,2024-01-07,Cancelled,75
R0001034,P20240205,M00283,2024-01-14,Cancelled,90
R0001035,P20240205,M00547,2024-01-02,Completed,90
R0001036,P20240205,M01184,2024-01-08,Completed,90
R0001037,P20240205,M01271,2024-01-22,Completed,80
R0001038,P20240205,M00136,2024-01-09,Completed,90
R0001039,P20240205,M00392,2024-01-03,Completed,90
R0001040,P20240205,M00956,2024-01-04,Completed,75
R0001041,P20240205,M00335,2024-01-20,Completed,90
R0001042,P20240205,M00329,2024-01-13,Completed,90
R0001043,P20240205,M00536,2024-01-20,Completed,90
R0001044,P20240205,M01111,2024-01-05,Completed,80
R0001045,P20240205,M00629,2024-01-11,Completed,90
R0001046,P20240205,M00434,2024-01-12,Completed,75
R0001047,P20240205,M00042,2024-01-03,Cancelled,90
R0001048,P20240205,M01373,2024-01-24,Completed,80
R0001049,P20240205,M00014,2024-01-23,No-show,75
R0001050,P20240206,M00844,2024-01-17,Completed,75
R0001051,P20240206,M00168,2024-01-19,Completed,65
R0001052,P20240206,M00491,2024-01-10,Completed,65
R0001053,P20240206,M01287,2024-01-06,Completed,75
R0001054,P20240206,M01136,2024-01-10,Completed,75
R0001055,P20240206,M01229,2024-01-11,Completed,60
R0001056,P20240206,M01313,2024-01-21,Completed,75
R0001057,P20240206,M00536,2024-01-09,Completed,65
R0001058,P20240206,M00608,2024-01-25,Cancelled,75
R0001059,P20240206,M00975,2024-01-23,Completed,75
R0001060,P20240206,M00694,2024-01-25,Completed,60
R0001061,P20240206,M00441,2024-01-01,Completed,65
R0001062,P20240206,M00442,2024-01-11,Cancelled,75
R0001063,P20240206,M00272,2024-01-09,Completed,75
R0001064,P20240206,M00361,2024-01-09,Completed,75
R0001065,P20240206,M01315,2024-01-01,Completed,65
R0001066,P20240206,M01180,2024-01-16,Completed,75
R0001067,P20240206,M01002,2024-01-15,Completed,65
R0001068,P20240206,M00342,2024-01-18,Completed,75
R0001069,P20240206,M00756,2024-01-01,Completed,75
R0001070,P20240206,M01180,2024-01-14,Completed,75
R0001071,P20240206,M00574,2024-01-14,Cancelled,75
R0001072,P20240206,M01225,2024-01-20,Completed,75
R0001073,P20240206,M01384,2024-01-13,Cancelled,65
R0001074,P20240206,M00665,2024-01-25,Cancelled,75
R0001075,P20240206,M00080,2024-01-03,Completed,65
R0001076,P20240206,M00032,2024-01-04,Completed,75
R0001077,P20240206,M01213,2024-01-13,Completed,75
R0001078,P20240206,M00482,2024-01-03,Completed,60
R0001079,P20240206,M00479,2024-01-23,Completed,60
R0001080,P20240206,M00023,2024-01-11,Completed,75
R0001081,P20240206,M00076,2024-01-25,Completed,75
R0001082,P20240206,M01147,2024-01-16,Cancelled,75
R0001083,P20240207,M00702,2024-09-08,Completed,75
R0001084,P20240207,M00932,2024-09-18,Completed,60
R0001085,P20240207,M01311,2024-09-10,Completed,75
R0001086,P20240207,M00934,2024-09-02,Completed,60
R0001087,P20240207,M00898,2024-09-05,Completed,75
R0001088,P20240207,M01080,2024-09-16,Completed,75
R0001089,P20240207,M00820,2024-09-19,Completed,75
R0001090,P20240207,M00493,2024-09-21,Completed,75
R0001091,P20240207,M01326,2024-09-19,Completed,75
R0001092,P20240207,M00626,2024-09-02,Completed,65
R0001093,P20240207,M00638,2024-09-14,Completed,75
R0001094,P20240207,M01069,2024-09-01,Completed,65
R0001095,P20240207,M00380,2024-09-22,Completed,75
R0001096,P20240207,M00652,2024-09-06,Cancelled,60
R0001097,P20240207,M00860,2024-09-05,Completed,75
R0001098,P20240207,M00906,2024-09-19,Completed,65
R0001099,P20240207,M00866,2024-09-18,Completed,75
R0001100,P20240207,M01345,2024-09-20,Completed,60
R0001101,P20240207,M00562,2024-09-19,Completed,65
R0001102,P20240207,M00524,2024-09-16,Completed,60
R0001103,P20240207,M00892,2024-09-02,Completed,75
R0001104,P20240207,M01174,2024-09-19,Completed,65
R0001105,P20240207,M00799,2024-09-14,Completed,60
R0001106,P20240207,M00070,2024-09-01,Completed,65
R0001107,P20240207,M01143,2024-09-03,Completed,65
R0001108,P20240207,M00008,2024-09-15,Completed,75
R0001109,P20240207,M00104,2024-09-24,Completed,60
R0001110,P20240207,M00677,2024-09-25,Completed,65
R0001111,P20240207,M00175,2024-09-21,Completed,60
R0001112,P20240207,M00471,2024-09-22,Completed,75
R0001113,P20240207,M00005,2024-09-04,Completed,65
R0001114,P20240207,M01140,2024-09-21,Completed,60
R0001115,P20240207,M01011,2024-09-14,Completed,75
R0001116,P20240207,M00091,2024-09-25,No-show,75
R0001117,P20240207,M00111,2024-09-21,Cancelled,65
R0001118,P20240207,M00910,2024-09-08,Completed,65
R0001119,P20240207,M00801,2024-09-22,Completed,65
R0001120,P20240208,M00394,2024-08-13,Completed,80
R0001121,P20240208,M01052,2024-08-05,Completed,75
R0001122,P20240208,M00252,2024-08-08,Completed,90
R0001123,P20240208,M01176,2024-08-09,Completed,90
R0001124,P20240208,M00127,2024-08-24,Completed,75
R0001125,P20240208,M00745,2024-08-06,Completed,75
R0001126,P20240208,M01181,2024-08-08,Cancelled,90
R0001127,P20240208,M00128,2024-08-12,Completed,90
R0001128,P20240208,M00496,2024-08-20,Completed,80
R0001129,P20240208,M01003,2024-08-22,Completed,75
R0001130,P20240208,M00208,2024-08-20,Completed,90
R0001131,P20240208,M00171,2024-08-13,Completed,90
R0001132,P20240208,M00655,2024-08-15,No-show,75
R0001133,P20240208,M01239,2024-08-12,Completed,75
R0001134,P20240208,M00365,2024-08-07,Completed,90
R0001135,P20240208,M01014,2024-08-13,Completed,90
R0001136,P20240208,M01338,2024-08-24,Completed,90
R0001137,P20240208,M01244,2024-08-22,Completed,75
R0001138,P20240208,M00941,2024-08-19,Completed,90
R0001139,P20240208,M00704,2024-08-20,No-show,80
R0001140,P20240208,M00896,2024-08-15,Completed,90
R0001141,P20240208,M01052,2024-08-10,Completed,90
R0001142,P20240208,M01202,2024-08-09,Completed,75
R0001143,P20240208,M00929,2024-08-04,Completed,90
R0001144,P20240208,M00351,2024-08-01,Completed,90
R0001145,P20240208,M00287,2024-08-15,No-show,90
R0001146,P20240208,M01193,2024-08-23,Completed,75
R0001147,P20240208,M00951,2024-08-23,Completed,80
R0001148,P20240208,M00218,2024-08-24,Completed,80
R0001149,P20240208,M00897,2024-08-22,Completed,90
R0001150,P20240208,M00666,2024-08-10,Completed,90
R0001151,P20240208,M00541,2024-08-07,Completed,90
R0001152,P20240208,M00235,2024-08-13,Completed,90
R0001153,P20240208,M00351,2024-08-22,Completed,90
R0001154,P20240208,M00995,2024-08-12,Completed,75
R0001155,P20240208,M00698,2024-08-22,Completed,90
R0001156,P20240208,M00644,2024-08-16,Completed,90
R0001157,P20240208,M01358,2024-08-11,Completed,75
R0001158,P20240208,M00556,2024-08-13,Completed,80
R0001159,P20240208,M01072,2024-08-11,Completed,75
R0001160,P20240208,M00271,2024-08-17,Completed,90
R0001161,P20240208,M01243,2024-08-06,Completed,75
R0001162,P20240301,M00624,2024-08-22,Completed,75
R0001163,P20240301,M00534,2024-08-07,Cancelled,65
R0001164,P20240301,M00457,2024-08-10,Cancelled,75
R0001165,P20240301,M01359,2024-08-15,Completed,75
R0001166,P20240301,M00545,2024-08-10,Completed,75
R0001167,P20240301,M00846,2024-08-12,Completed,75
R0001168,P20240301,M00602,2024-08-18,Completed,65
R0001169,P20240301,M00580,2024-08-08,Completed,75
R0001170,P20240301,M00227,2024-08-15,Completed,75
R0001171,P20240301,M00578,2024-08-14,Completed,60
R0001172,P20240301,M01267,2024-08-16,Completed,75
R0001173,P20240301,M00348,2024-08-20,No-show,65
R0001174,P20240301,M01154,2024-08-06,Completed,75
R0001175,P20240302,M00176,2024-03-07,Completed,60
R0001176,P20240302,M01309,2024-03-21,No-show,60
R0001177,P20240302,M00249,2024-03-08,Completed,75
R0001178,P20240302,M01254,2024-03-17,Completed,60
R0001179,P20240302,M01326,2024-03-08,Cancelled,75
R0001180,P20240302,M00500,2024-03-05,Completed,60
R0001181,P20240302,M00959,2024-03-21,Completed,75
R0001182,P20240302,M01293,2024-03-22,Completed,60
R0001183,P20240302,M01339,2024-03-17,Completed,65
R0001184,P20240302,M00704,2024-03-04,Completed,75
R0001185,P20240302,M00854,2024-03-16,Completed,65
R0001186,P20240302,M00832,2024-03-03,Completed,75
R0001187,P20240303,M00176,2024-10-20,Completed,45
R0001188,P20240303,M00727,2024-10-09,Completed,45
R0001189,P20240303,M01015,2024-10-05,Completed,45
R0001190,P20240303,M00351,2024-10-04,Completed,35
R0001191,P20240303,M01047,2024-10-18,Completed,45
R0001192,P20240303,M01025,2024-10-08,Completed,35
R0001193,P20240303,M00618,2024-10-18,Completed,45
R0001194,P20240303,M01347,2024-10-25,Completed,45
R0001195,P20240303,M01133,2024-10-05,Completed,45
R0001196,P20240303,M00933,2024-10-11,Cancelled,45
R0001197,P20240303,M00705,2024-10-22,Completed,35
R0001198,P20240303,M01155,2024-10-13,Completed,45
R0001199,P20240303,M00254,2024-10-22,Completed,45
R0001200,P20240303,M01159,2024-10-04,Completed,35
R0001201,P20240303,M00920,2024-10-13,Completed,45
R0001202,P20240303,M00030,2024-10-25,Completed,45
R0001203,P20240303,M01028,2024-10-22,Cancelled,45
R0001204,P20240303,M00403,2024-10-15,Completed,45
R0001205,P20240303,M01266,2024-10-14,Completed,35
R0001206,P20240303,M00335,2024-10-12,Completed,35
R0001207,P20240303,M00074,2024-10-17,Completed,45
R0001208,P20240303,M00393,2024-10-18,Completed,45
R0001209,P20240303,M00962,2024-10-23,Completed,45
R0001210,P20240303,M01027,2024-10-24,Completed,45
R0001211,P20240304,M00628,2024-10-25,Completed,60
R0001212,P20240304,M01122,2024-10-21,Completed,45
R0001213,P20240304,M01081,2024-10-15,Completed,60
R0001214,P20240304,M00230,2024-10-22,Completed,60
R0001215,P20240304,M00642,2024-10-12,No-show,45
R0001216,P20240304,M00325,2024-10-17,Completed,50
R0001217,P20240304,M00372,2024-10-19,Completed,50
R0001218,P20240304,M00775,2024-10-06,Completed,60
R0001219,P20240304,M00980,2024-10-12,Completed,60
R0001220,P20240304,M00447,2024-10-22,Cancelled,45
R0001221,P20240304,M01366,2024-10-03,Completed,60
R0001222,P20240304,M01062,2024-10-05,Completed,45
R0001223,P20240304,M00797,2024-10-18,Cancelled,45
R0001224,P20240304,M00377,2024-10-11,Completed,50
R0001225,P20240304,M00712,2024-10-10,Completed,60
R0001226,P20240304,M01175,2024-10-06,Completed,60
R0001227,P20240304,M00199,2024-10-09,Completed,50
R0001228,P20240304,M00216,2024-10-08,Completed,60
R0001229,P20240304,M01252,2024-10-12,Completed,60
R0001230,P20240304,M00600,2024-10-04,Completed,50
R0001231,P20240304,M01045,2024-10-18,Completed,45
R0001232,P20240305,M01073,2024-09-06,Cancelled,105
R0001233,P20240305,M00122,2024-09-18,Completed,120
R0001234,P20240305,M00270,2024-09-23,Completed,120
R0001235,P20240305,M01370,2024-09-21,Completed,105
R0001236,P20240305,M00802,2024-09-17,Completed,105
R0001237,P20240305,M00940,2024-09-24,Completed,120
R0001238,P20240305,M00177,2024-09-09,Completed,120
R0001239,P20240305,M00427,2024-09-04,Completed,120
R0001240,P20240305,M00564,2024-09-14,Completed,120
R0001241,P20240305,M00138,2024-09-06,Cancelled,105
R0001242,P20240305,M00191,2024-09-05,Completed,120
R0001243,P20240305,M00967,2024-09-04,Completed,120
R0001244,P20240305,M00472,2024-09-05,Completed,110
R0001245,P20240305,M00339,2024-09-10,Completed,120
R0001246,P20240305,M01159,2024-09-19,Completed,120
R0001247,P20240305,M00688,2024-09-20,Completed,120
R0001248,P20240306,M00462,2024-04-21,Completed,65
R0001249,P20240306,M01243,2024-04-12,Completed,75
R0001250,P20240306,M00699,2024-04-08,Completed,65
R0001251,P20240306,M01230,2024-04-25,Completed,75
R0001252,P20240306,M00038,2024-04-04,No-show,60
R0001253,P20240306,M01095,2024-04-21,Completed,75
R0001254,P20240306,M01310,2024-04-25,Completed,75
R0001255,P20240306,M00217,2024-04-17,Completed,75
R0001256,P20240306,M00937,2024-04-05,Completed,75
R0001257,P20240306,M00605,2024-04-23,Completed,60
R0001258,P20240306,M00938,2024-04-06,Completed,65
R0001259,P20240306,M00505,2024-04-12,Completed,75
R0001260,P20240307,M00563,2024-08-15,Cancelled,45
R0001261,P20240307,M00640,2024-08-09,No-show,45
R0001262,P20240307,M00279,2024-08-14,Completed,45
R0001263,P20240307,M00200,2024-08-24,Completed,45
R0001264,P20240307,M01345,2024-08-15,Completed,45
R0001265,P20240307,M00893,2024-08-11,Cancelled,45
R0001266,P20240307,M01017,2024-08-25,Completed,35
R0001267,P20240307,M01013,2024-08-06,Cancelled,45
R0001268,P20240307,M00817,2024-08-04,Completed,30
R0001269,P20240307,M00169,2024-08-18,Completed,45
R0001270,P20240307,M00349,2024-08-23,Completed,35
R0001271,P20240307,M01089,2024-08-04,Completed,30
R0001272,P20240307,M00084,2024-08-22,Completed,45
R0001273,P20240307,M01388,2024-08-15,Completed,45
R0001274,P20240308,M00867,2024-01-05,Completed,110
R0001275,P20240308,M00097,2024-01-20,Completed,120
R0001276,P20240308,M00416,2024-01-07,Completed,105
R0001277,P20240308,M00052,2024-01-21,Completed,120
R0001278,P20240308,M01125,2024-01-05,Cancelled,120
R0001279,P20240308,M01375,2024-01-23,Completed,120
R0001280,P20240308,M00032,2024-01-18,Completed,105
R0001281,P20240308,M00385,2024-01-06,Completed,105
R0001282,P20240308,M01122,2024-01-19,Completed,120
R0001283,P20240308,M00239,2024-01-09,Completed,120
R0001284,P20240308,M00206,2024-01-08,Completed,120
R0001285,P20240308,M01017,2024-01-06,Completed,120
R0001286,P20240308,M00177,2024-01-03,Completed,105
R0001287,P20240308,M00499,2024-01-12,Completed,110
R0001288,P20240308,M00489,2024-01-15,Completed,120
R0001289,P20240308,M00661,2024-01-10,No-show,105
R0001290,P20240308,M00232,2024-01-18,Completed,120
R0001291,P20240308,M00626,2024-01-22,Completed,120
R0001292,P20240308,M00974,2024-01-02,Completed,120
R0001293,P20240308,M01062,2024-01-21,Completed,120
R0001294,P20240308,M00188,2024-01-14,Completed,120
R0001295,P20240401,M00014,2024-09-18,Completed,120
R0001296,P20240401,M01077,2024-09-02,No-show,110
R0001297,P20240401,M01261,2024-09-04,Completed,120
R0001298,P20240401,M01304,2024-09-11,Completed,105
R0001299,P20240401,M00247,2024-09-21,Completed,105
R0001300,P20240401,M00413,2024-09-07,Completed,120
R0001301,P20240401,M00607,2024-09-20,Completed,120
R0001302,P20240401,M00597,2024-09-09,Completed,120
R0001303,P20240401,M00096,2024-09-01,Completed,120
R0001304,P20240401,M00313,2024-09-16,Completed,120
R0001305,P20240401,M01052,2024-09-03,Completed,120
R0001306,P20240401,M01028,2024-09-24,Completed,120
R0001307,P20240401,M01378,2024-09-04,Completed,110
R0001308,P20240401,M00787,2024-09-11,Completed,110
R0001309,P20240402,M00587,2024-06-14,Cancelled,105
R0001310,P20240402,M00737,2024-06-08,Completed,120
R0001311,P20240402,M01033,2024-06-06,Completed,120
R0001312,P20240402,M00102,2024-06-01,Completed,120
R0001313,P20240402,M00923,2024-06-05,Completed,120
R0001314,P20240402,M00894,2024-06-03,Completed,120
R0001315,P20240402,M00960,2024-06-21,No-show,120
R0001316,P20240402,M00388,2024-06-14,Completed,120
R0001317,P20240402,M01273,2024-06-10,No-show,120
R0001318,P20240402,M00100,2024-06-14,Completed,110
R0001319,P20240402,M00426,2024-06-04,Completed,110
R0001320,P20240403,M00704,2024-08-14,Completed,60
R0001321,P20240403,M00024,2024-08-17,Completed,45
R0001322,P20240403,M00375,2024-08-22,Completed,60
R0001323,P20240403,M01149,2024-08-10,Completed,45
R0001324,P20240403,M01050,2024-08-20,Completed,60
R0001325,P20240403,M00992,2024-08-05,Cancelled,60
R0001326,P20240403,M00614,2024-08-20,Completed,60
R0001327,P20240403,M01394,2024-08-22,Completed,50
R0001328,P20240403,M00366,2024-08-22,Cancelled,50
R0001329,P20240403,M00110,2024-08-24,Completed,60
R0001330,P20240403,M00018,2024-08-19,Completed,60
R0001331,P20240403,M00757,2024-08-18,Completed,60
R0001332,P20240404,M00861,2024-03-21,Completed,45
R0001333,P20240404,M00325,2024-03-11,Completed,45
R0001334,P20240404,M01061,2024-03-22,Completed,45
R0001335,P20240404,M00357,2024-03-03,Completed,45
R0001336,P20240404,M01124,2024-03-12,Completed,45
R0001337,P20240404,M01158,2024-03-25,Completed,45
R0001338,P20240404,M00500,2024-03-15,Completed,30
R0001339,P20240404,M00436,2024-03-22,Completed,45
R0001340,P20240404,M01126,2024-03-21,Completed,45
R0001341,P20240404,M00534,2024-03-06,Completed,30
R0001342,P20240404,M01271,2024-03-23,Completed,45
R0001343,P20240404,M00189,2024-03-11,Completed,45
R0001344,P20240404,M00005,2024-03-03,Completed,30
R0001345,P20240404,M00385,2024-03-19,Completed,35
R0001346,P20240404,M01177,2024-03-21,Completed,35
R0001347,P20240404,M00713,2024-03-15,Completed,35
R0001348,P20240404,M00790,2024-03-13,Completed,45
R0001349,P20240404,M00935,2024-03-05,Completed,45
R0001350,P20240404,M00281,2024-03-07,Completed,45
R0001351,P20240404,M00010,2024-03-11,Cancelled,30
R0001352,P20240404,M01372,2024-03-08,Completed,45
R0001353,P20240404,M01353,2024-03-15,Completed,35
R0001354,P20240404,M00075,2024-03-01,Completed,45
R0001355,P20240404,M00954,2024-03-03,Completed,35
R0001356,P20240404,M00244,2024-03-20,Completed,45
R0001357,P20240404,M00448,2024-03-16,Completed,45
R0001358,P20240404,M01226,2024-03-08,Cancelled,45
R0001359,P20240404,M00986,2024-03-18,Completed,35
R0001360,P20240404,M00700,2024-03-10,Completed,35
R0001361,P20240404,M01175,2024-03-08,Completed,45
R0001362,P20240404,M00082,2024-03-20,Completed,30
R0001363,P20240404,M00547,2024-03-15,Completed,30
R0001364,P20240404,M01134,2024-03-24,Completed,45
R0001365,P20240404,M01297,2024-03-19,Completed,35
R0001366,P20240404,M00076,2024-03-12,Completed,45
R0001367,P20240404,M00482,2024-03-10,Completed,45
R0001368,P20240404,M00378,2024-03-19,Completed,30
R0001369,P20240405,M00072,2024-08-15,Completed,65
R0001370,P20240405,M01248,2024-08-10,Completed,75
R0001371,P20240405,M00959,2024-08-20,Completed,75
R0001372,P20240405,M00661,2024-08-16,Completed,75
R0001373,P20240405,M00668,2024-08-09,Completed,65
R0001374,P20240405,M00717,2024-08-12,Completed,65
R0001375,P20240405,M00380,2024-08-23,Completed,65
R0001376,P20240405,M01196,2024-08-06,Completed,60
R0001377,P20240405,M00103,2024-08-23,Completed,65
R0001378,P20240405,M00775,2024-08-22,Completed,75
R0001379,P20240405,M00571,2024-08-15,Completed,75
R0001380,P20240405,M01136,2024-08-09,Completed,75
R0001381,P20240405,M00983,2024-08-20,Completed,75
R0001382,P20240405,M00468,2024-08-12,Completed,75
R0001383,P20240405,M00628,2024-08-15,Completed,75
R0001384,P20240405,M01307,2024-08-12,Completed,75
R0001385,P20240405,M00849,2024-08-12,Completed,75
R0001386,P20240405,M00762,2024-08-05,Completed,75
R0001387,P20240405,M00687,2024-08-09,Completed,75
R0001388,P20240405,M00002,2024-08-05,Completed,75
R0001389,P20240405,M00935,2024-08-24,Cancelled,65
R0001390,P20240405,M00120,2024-08-15,Completed,75
R0001391,P20240405,M00847,2024-08-20,Completed,75
R0001392,P20240405,M00066,2024-08-03,Completed,60
R0001393,P20240405,M00997,2024-08-06,Completed,75
R0001394,P20240405,M01192,2024-08-16,Completed,60
R0001395,P20240406,M00114,2024-01-16,Completed,90
R0001396,P20240406,M00002,2024-01-02,Completed,90
R0001397,P20240406,M01006,2024-01-04,Completed,75
R0001398,P20240406,M00055,2024-01-04,Completed,90
R0001399,P20240406,M00831,2024-01-12,Completed,90
R0001400,P20240406,M01396,2024-01-10,Completed,90
R0001401,P20240406,M00253,2024-01-22,Completed,90
R0001402,P20240406,M00891,2024-01-05,Completed,90
R0001403,P20240406,M00217,2024-01-12,Completed,75
R0001404,P20240406,M00290,2024-01-14,Completed,90
R0001405,P20240406,M00979,2024-01-04,Completed,90
R0001406,P20240406,M00229,2024-01-10,Completed,80
R0001407,P20240406,M00037,2024-01-02,Completed,90
R0001408,P20240406,M00813,2024-01-20,Completed,90
R0001409,P20240406,M00153,2024-01-10,Completed,90
R0001410,P20240406,M01370,2024-01-18,Completed,75
R0001411,P20240406,M00629,2024-01-18,Completed,80
R0001412,P20240406,M00557,2024-01-05,Completed,90
R0001413,P20240406,M00397,2024-01-25,No-show,90
R0001414,P20240406,M00110,2024-01-04,Completed,90
R0001415,P20240406,M00642,2024-01-18,Completed,90
R0001416,P20240406,M00938,2024-01-06,Completed,80
R0001417,P20240406,M00326,2024-01-09,Completed,80
R0001418,P20240406,M00147,2024-01-16,Completed,75
R0001419,P20240406,M01183,2024-01-01,Cancelled,90
R0001420,P20240406,M00121,2024-01-22,Completed,75
R0001421,P20240406,M00234,2024-01-02,Completed,80
R0001422,P20240406,M01341,2024-01-20,Cancelled,75
R0001423,P20240406,M01391,2024-01-08,Cancelled,90
R0001424,P20240406,M01387,2024-01-02,Completed,90
R0001425,P20240406,M01279,2024-01-02,Completed,90
R0001426,P20240406,M01017,2024-01-20,Completed,90
R0001427,P20240406,M01198,2024-01-11,Completed,80
R0001428,P20240406,M01399,2024-01-05,Completed,75
R0001429,P20240406,M00310,2024-01-08,Completed,75
R0001430,P20240406,M00636,2024-01-25,Completed,90
R0001431,P20240406,M01167,2024-01-03,Completed,90
R0001432,P20240407,M00306,2024-01-25,Completed,65
R0001433,P20240407,M00653,2024-01-01,Cancelled,75
R0001434,P20240407,M00199,2024-01-11,Completed,75
R0001435,P20240407,M01047,2024-01-15,Completed,60
R0001436,P20240407,M00156,2024-01-22,Completed,75
R0001437,P20240407,M01119,2024-01-02,Completed,75
R0001438,P20240407,M00457,2024-01-08,Cancelled,75
R0001439,P20240407,M00076,2024-01-17,Completed,75
R0001440,P20240407,M00994,2024-01-18,Completed,75
R0001441,P20240407,M00370,2024-01-09,Completed,60
R0001442,P20240407,M00596,2024-01-02,Completed,60
R0001443,P20240408,M00498,2024-04-25,No-show,45
R0001444,P20240408,M01325,2024-04-12,Completed,45
R0001445,P20240408,M00351,2024-04-07,Completed,35
R0001446,P20240408,M00386,2024-04-21,Completed,45
R0001447,P20240408,M00544,2024-04-25,Completed,45
R0001448,P20240408,M01226,2024-04-15,Completed,45
R0001449,P20240408,M00390,2024-04-16,Completed,45
R0001450,P20240408,M01382,2024-04-24,Completed,45
R0001451,P20240408,M01379,2024-04-10,Completed,45
R0001452,P20240408,M00405,2024-04-05,Completed,45
R0001453,P20240408,M00253,2024-04-07,Completed,45
R0001454,P20240408,M00648,2024-04-18,Completed,35
R0001455,P20240408,M00663,2024-04-17,Completed,30
R0001456,P20240408,M00638,2024-04-16,Completed,30
R0001457,P20240408,M01142,2024-04-23,Cancelled,45
R0001458,P20240408,M01122,2024-04-19,Completed,45
R0001459,P20240408,M00558,2024-04-10,Completed,45
R0001460,P20240408,M00122,2024-04-17,Completed,45
R0001461,P20250101,M00193,2025-08-20,Completed,45
R0001462,P20250101,M00160,2025-08-09,Completed,45
R0001463,P20250101,M01274,2025-08-08,Completed,45
R0001464,P20250101,M00822,2025-08-17,Completed,45
R0001465,P20250101,M01352,2025-08-11,Completed,35
R0001466,P20250101,M00509,2025-08-04,Completed,30
R0001467,P20250101,M00406,2025-08-04,Completed,45
R0001468,P20250101,M00752,2025-08-19,Completed,45
R0001469,P20250101,M00848,2025-08-02,Completed,45
R0001470,P20250101,M00453,2025-08-11,No-show,35
R0001471,P20250101,M01344,2025-08-24,Cancelled,30
R0001472,P20250101,M00457,2025-08-21,Completed,35
R0001473,P20250101,M00691,2025-08-01,Completed,45
R0001474,P20250101,M00576,2025-08-07,Completed,45
R0001475,P20250101,M01399,2025-08-22,Completed,45
R0001476,P20250101,M01051,2025-08-17,Completed,35
R0001477,P20250101,M00821,2025-08-04,Cancelled,30
R0001478,P20250101,M00935,2025-08-10,Completed,45
R0001479,P20250101,M00699,2025-08-16,Completed,30
R0001480,P20250101,M01142,2025-08-15,Completed,35
R0001481,P20250101,M00248,2025-08-23,Completed,45
R0001482,P20250101,M00248,2025-08-14,Completed,45
R0001483,P20250101,M00026,2025-08-23,Completed,45
R0001484,P20250101,M00181,2025-08-09,No-show,35
R0001485,P20250101,M01021,2025-08-21,Completed,45
R0001486,P20250101,M00407,2025-08-05,Completed,45
R0001487,P20250101,M01274,2025-08-14,Completed,45
R0001488,P20250101,M00077,2025-08-10,Completed,30
R0001489,P20250101,M00162,2025-08-14,Completed,45
R0001490,P20250101,M01136,2025-08-14,Completed,45
R0001491,P20250102,M00487,2025-01-05,No-show,75
R0001492,P20250102,M00752,2025-01-13,No-show,65
R0001493,P20250102,M00872,2025-01-15,Completed,75
R0001494,P20250102,M00711,2025-01-25,Completed,75
R0001495,P20250102,M01368,2025-01-14,Completed,75
R0001496,P20250102,M00912,2025-01-15,Completed,65
R0001497,P20250102,M00411,2025-01-19,Completed,65
R0001498,P20250102,M00568,2025-01-03,Completed,60
R0001499,P20250102,M01151,2025-01-22,Completed,75
R0001500,P20250102,M00598,2025-01-09,Completed,60
R0001501,P20250102,M01252,2025-01-06,Completed,75
R0001502,P20250102,M00031,2025-01-22,Completed,65
R0001503,P20250102,M00738,2025-01-19,Completed,75
R0001504,P20250102,M00013,2025-01-16,Cancelled,75
R0001505,P20250102,M00388,2025-01-07,Completed,75
R0001506,P20250103,M01237,2025-01-04,Completed,120
R0001507,P20250103,M00373,2025-01-09,Completed,110
R0001508,P20250103,M00904,2025-01-18,Completed,110
R0001509,P20250103,M01199,2025-01-24,Completed,110
R0001510,P20250103,M01202,2025-01-13,Completed,110
R0001511,P20250103,M00350,2025-01-07,Completed,120
R0001512,P20250103,M01064,2025-01-22,Completed,120
R0001513,P20250103,M00977,2025-01-11,Cancelled,120
R0001514,P20250103,M00316,2025-01-08,Completed,110
R0001515,P20250103,M00733,2025-01-11,Completed,110
R0001516,P20250103,M01141,2025-01-05,Completed,120
R0001517,P20250103,M00147,2025-01-15,Completed,110
R0001518,P20250103,M00833,2025-01-02,Completed,120
R0001519,P20250103,M00359,2025-01-06,Completed,120
R0001520,P20250103,M00510,2025-01-24,Cancelled,120
R0001521,P20250103,M01138,2025-01-03,Cancelled,120
R0001522,P20250103,M00986,2025-01-21,Completed,120
R0001523,P20250103,M00673,2025-01-02,Completed,120
R0001524,P20250103,M00067,2025-01-09,Completed,120
R0001525,P20250103,M00217,2025-01-24,Completed,120
R0001526,P20250103,M01247,2025-01-04,No-show,120
R0001527,P20250103,M00198,2025-01-25,Completed,110
R0001528,P20250103,M00974,2025-01-16,Completed,120
R0001529,P20250103,M00199,2025-01-13,Completed,105
R0001530,P20250103,M00794,2025-01-21,Completed,110
R0001531,P20250103,M00922,2025-01-17,No-show,120
R0001532,P20250103,M01101,2025-01-23,Completed,120
R0001533,P20250103,M01041,2025-01-21,Cancelled,110
R0001534,P20250103,M01248,2025-01-04,Completed,110
R0001535,P20250103,M00032,2025-01-21,Completed,120
R0001536,P20250104,M00479,2025-01-23,Completed,60
R0001537,P20250104,M00108,2025-01-12,Completed,65
R0001538,P20250104,M00644,2025-01-23,Completed,75
R0001539,P20250104,M00680,2025-01-20,Completed,65
R0001540,P20250104,M01115,2025-01-24,Completed,75
R0001541,P20250104,M00149,2025-01-24,Completed,75
