transaction_id,member_id,transaction_date,facility_id,revenue_type,gross_revenue,direct_cost,contribution_margin
T0002579,M01290,2025-01-01,F02,Membership,790,481.9,308.1
T0002580,M01291,2022-08-15,F02,Membership,480,283.2,196.8
T0002581,M01291,2023-01-01,F02,Membership,480,283.2,196.8
T0002582,M01291,2024-01-01,F02,Membership,480,283.2,196.8
T0002583,M01291,2025-01-01,F02,Membership,455,268.45,186.55
T0002584,M01292,2023-07-05,F03,Membership,815,497.15,317.85
T0002585,M01292,2024-01-01,F03,Membership,790,481.9,308.1
T0002586,M01292,2025-01-01,F03,Membership,840,512.4,327.6
T0002587,M01293,2022-02-06,F04,Membership,390,249.6,140.4
T0002588,M01293,2023-01-01,F04,Membership,390,249.6,140.4
T0002589,M01293,2024-01-01,F04,Membership,390,249.6,140.4
T0002590,M01293,2025-01-01,F04,Membership,390,249.6,140.4
T0002591,M01294,2023-05-06,F03,Membership,515,288.4,226.6
T0002592,M01294,2024-01-01,F03,Membership,540,302.4,237.6
T0002593,M01294,2025-01-01,F03,Membership,465,260.4,204.6
T0002594,M01295,2025-09-05,F02,Membership,515,288.4,226.6
T0002595,M01296,2024-10-19,F04,Membership,390,249.6,140.4
T0002596,M01296,2025-01-01,F04,Membership,390,249.6,140.4
T0002597,M01297,2022-03-25,F04,Membership,790,481.9,308.1
T0002598,M01298,2025-01-17,F02,Membership,430,253.7,176.3
T0002599,M01299,2022-04-04,F02,Membership,490,274.4,215.6
T0002600,M01299,2023-01-01,F02,Membership,540,302.4,237.6
T0002601,M01299,2024-01-01,F02,Membership,465,260.4,204.6
T0002602,M01299,2025-01-01,F02,Membership,540,302.4,237.6
T0002603,M01300,2024-04-29,F04,Membership,540,302.4,237.6
T0002604,M01301,2025-08-01,F01,Membership,455,268.45,186.55
T0002605,M01302,2024-09-08,F01,Membership,840,512.4,327.6
T0002606,M01302,2025-01-01,F01,Membership,840,512.4,327.6
T0002607,M01303,2022-04-18,F01,Membership,390,249.6,140.4
T0002608,M01304,2024-07-10,F03,Membership,790,481.9,308.1
T0002609,M01305,2023-06-16,F03,Membership,275,189.75,85.25
T0002610,M01305,2024-01-01,F03,Membership,300,207,93
T0002611,M01305,2025-01-01,F03,Membership,300,207,93
T0002612,M01306,2024-01-17,F02,Membership,540,302.4,237.6
T0002613,M01306,2025-01-01,F02,Membership,540,302.4,237.6
T0002614,M01307,2022-06-27,F02,Membership,480,283.2,196.8
T0002615,M01308,2024-07-10,F01,Membership,815,497.15,317.85
T0002616,M01308,2025-01-01,F01,Membership,840,512.4,327.6
T0002617,M01309,2023-02-12,F04,Membership,300,207,93
T0002618,M01309,2024-01-01,F04,Membership,250,172.5,77.5
T0002619,M01309,2025-01-01,F04,Membership,250,172.5,77.5
T0002620,M01310,2022-07-01,F04,Membership,480,283.2,196.8
T0002621,M01310,2023-01-01,F04,Membership,480,283.2,196.8
T0002622,M01310,2024-01-01,F04,Membership,480,283.2,196.8
T0002623,M01310,2025-01-01,F04,Membership,480,283.2,196.8
T0002624,M01311,2022-01-26,F01,Membership,490,274.4,215.6
T0002625,M01311,2023-01-01,F01,Membership,540,302.4,237.6
T0002626,M01312,2025-06-07,F04,Membership,490,274.4,215.6
T0002627,M01313,2023-07-25,F02,Membership,430,253.7,176.3
T0002628,M01313,2024-01-01,F02,Membership,455,268.45,186.55
T0002629,M01313,2025-01-01,F02,Membership,480,283.2,196.8
T0002630,M01314,2022-06-16,F01,Membership,465,260.4,204.6
T0002631,M01314,2023-01-01,F01,Membership,490,274.4,215.6
T0002632,M01314,2024-01-01,F01,Membership,540,302.4,237.6
T0002633,M01314,2025-01-01,F01,Membership,540,302.4,237.6
T0002634,M01315,2022-10-10,F01,Membership,465,260.4,204.6
T0002635,M01315,2023-01-01,F01,Membership,540,302.4,237.6
T0002636,M01315,2024-01-01,F01,Membership,490,274.4,215.6
T0002637,M01316,2023-01-23,F01,Membership,540,302.4,237.6
T0002638,M01316,2024-01-01,F01,Membership,540,302.4,237.6
T0002639,M01316,2025-01-01,F01,Membership,540,302.4,237.6
T0002640,M01317,2024-04-24,F01,Membership,540,302.4,237.6
T0002641,M01317,2025-01-01,F01,Membership,540,302.4,237.6
T0002642,M01318,2023-06-28,F04,Membership,390,249.6,140.4
T0002643,M01318,2024-01-01,F04,Membership,390,249.6,140.4
T0002644,M01318,2025-01-01,F04,Membership,315,201.6,113.4
T0002645,M01319,2022-11-24,F04,Membership,765,466.65,298.35
T0002646,M01319,2023-01-01,F04,Membership,790,481.9,308.1
T0002647,M01320,2024-09-29,F01,Membership,540,302.4,237.6
T0002648,M01320,2025-01-01,F01,Membership,540,302.4,237.6
T0002649,M01321,2023-10-29,F03,Membership,765,466.65,298.35
T0002650,M01322,2025-04-01,F01,Membership,515,288.4,226.6
T0002651,M01323,2022-07-19,F01,Membership,540,302.4,237.6
T0002652,M01323,2023-01-01,F01,Membership,465,260.4,204.6
T0002653,M01323,2024-01-01,F01,Membership,490,274.4,215.6
T0002654,M01323,2025-01-01,F01,Membership,540,302.4,237.6
T0002655,M01324,2024-11-08,F02,Membership,790,481.9,308.1
T0002656,M01325,2022-07-14,F03,Membership,480,283.2,196.8
T0002657,M01326,2022-02-28,F01,Membership,790,481.9,308.1
T0002658,M01326,2023-01-01,F01,Membership,840,512.4,327.6
T0002659,M01327,2022-10-06,F01,Membership,515,288.4,226.6
T0002660,M01328,2025-07-26,F04,Membership,765,466.65,298.35
T0002661,M01329,2023-01-30,F01,Membership,815,497.15,317.85
T0002662,M01329,2024-01-01,F01,Membership,840,512.4,327.6
T0002663,M01329,2025-01-01,F01,Membership,840,512.4,327.6
T0002664,M01330,2024-08-06,F04,Membership,250,172.5,77.5
T0002665,M01331,2023-02-12,F04,Membership,540,302.4,237.6
T0002666,M01331,2024-01-01,F04,Membership,540,302.4,237.6
T0002667,M01331,2025-01-01,F04,Membership,490,274.4,215.6
T0002668,M01332,2023-05-13,F04,Membership,540,302.4,237.6
T0002669,M01332,2024-01-01,F04,Membership,540,302.4,237.6
T0002670,M01332,2025-01-01,F04,Membership,465,260.4,204.6
T0002671,M01333,2022-02-07,F02,Membership,275,189.75,85.25
T0002672,M01334,2024-09-16,F01,Membership,430,253.7,176.3
T0002673,M01334,2025-01-01,F01,Membership,480,283.2,196.8
T0002674,M01335,2025-04-13,F01,Membership,540,302.4,237.6
T0002675,M01336,2023-03-30,F04,Membership,540,302.4,237.6
T0002676,M01336,2024-01-01,F04,Membership,490,274.4,215.6
T0002677,M01337,2022-05-24,F01,Membership,480,283.2,196.8
T0002678,M01337,2023-01-01,F01,Membership,480,283.2,196.8
T0002679,M01337,2024-01-01,F01,Membership,480,283.2,196.8
T0002680,M01337,2025-01-01,F01,Membership,480,283.2,196.8
T0002681,M01338,2022-02-13,F01,Membership,250,172.5,77.5
T0002682,M01339,2022-08-21,F02,Membership,300,207,93
T0002683,M01339,2023-01-01,F02,Membership,300,207,93
T0002684,M01339,2024-01-01,F02,Membership,300,207,93
T0002685,M01339,2025-01-01,F02,Membership,300,207,93
T0002686,M01340,2024-03-09,F01,Membership,515,288.4,226.6
T0002687,M01341,2022-01-05,F01,Membership,840,512.4,327.6
T0002688,M01341,2023-01-01,F01,Membership,765,466.65,298.35
T0002689,M01341,2024-01-01,F01,Membership,840,512.4,327.6
T0002690,M01341,2025-01-01,F01,Membership,840,512.4,327.6
T0002691,M01342,2025-10-15,F02,Membership,300,207,93
T0002692,M01343,2025-08-15,F04,Membership,540,302.4,237.6
T0002693,M01344,2024-08-31,F04,Membership,540,302.4,237.6
T0002694,M01344,2025-01-01,F04,Membership,540,302.4,237.6
T0002695,M01345,2022-03-25,F01,Membership,790,481.9,308.1
T0002696,M01345,2023-01-01,F01,Membership,840,512.4,327.6
T0002697,M01345,2024-01-01,F01,Membership,840,512.4,327.6
T0002698,M01345,2025-01-01,F01,Membership,840,512.4,327.6
T0002699,M01346,2024-05-08,F01,Membership,790,481.9,308.1
T0002700,M01346,2025-01-01,F01,Membership,840,512.4,327.6
T0002701,M01347,2024-01-08,F02,Membership,480,283.2,196.8
T0002702,M01348,2023-04-09,F01,Membership,540,302.4,237.6
T0002703,M01348,2024-01-01,F01,Membership,540,302.4,237.6
T0002704,M01348,2025-01-01,F01,Membership,540,302.4,237.6
T0002705,M01349,2023-03-03,F02,Membership,540,302.4,237.6
T0002706,M01349,2024-01-01,F02,Membership,540,302.4,237.6
T0002707,M01349,2025-01-01,F02,Membership,540,302.4,237.6
T0002708,M01350,2023-10-15,F04,Membership,540,302.4,237.6
T0002709,M01350,2024-01-01,F04,Membership,540,302.4,237.6
T0002710,M01351,2023-04-06,F03,Membership,840,512.4,327.6
T0002711,M01351,2024-01-01,F03,Membership,840,512.4,327.6
T0002712,M01351,2025-01-01,F03,Membership,840,512.4,327.6
T0002713,M01352,2022-04-04,F02,Membership,540,302.4,237.6
T0002714,M01352,2023-01-01,F02,Membership,540,302.4,237.6
T0002715,M01352,2024-01-01,F02,Membership,540,302.4,237.6
T0002716,M01352,2025-01-01,F02,Membership,540,302.4,237.6
T0002717,M01353,2025-10-17,F01,Membership,490,274.4,215.6
T0002718,M01354,2023-11-11,F03,Membership,480,283.2,196.8
T0002719,M01354,2024-01-01,F03,Membership,480,283.2,196.8
T0002720,M01354,2025-01-01,F03,Membership,480,283.2,196.8
T0002721,M01355,2024-01-10,F02,Membership,480,283.2,196.8
T0002722,M01355,2025-01-01,F02,Membership,480,283.2,196.8
T0002723,M01356,2023-02-04,F01,Membership,540,302.4,237.6
T0002724,M01356,2024-01-01,F01,Membership,540,302.4,237.6
T0002725,M01356,2025-01-01,F01,Membership,540,302.4,237.6
T0002726,M01357,2022-09-29,F02,Membership,430,253.7,176.3
T0002727,M01358,2025-06-23,F02,Membership,480,283.2,196.8
T0002728,M01359,2022-10-21,F01,Membership,430,253.7,176.3
T0002729,M01360,2024-03-22,F03,Membership,540,302.4,237.6
T0002730,M01360,2025-01-01,F03,Membership,540,302.4,237.6
T0002731,M01361,2023-03-26,F04,Membership,480,283.2,196.8
T0002732,M01361,2024-01-01,F04,Membership,480,283.2,196.8
T0002733,M01361,2025-01-01,F04,Membership,480,283.2,196.8
T0002734,M01362,2025-10-16,F01,Membership,540,302.4,237.6
T0002735,M01363,2022-02-19,F01,Membership,540,302.4,237.6
T0002736,M01363,2023-01-01,F01,Membership,540,302.4,237.6
T0002737,M01363,2024-01-01,F01,Membership,490,274.4,215.6
T0002738,M01363,2025-01-01,F01,Membership,540,302.4,237.6
T0002739,M01364,2023-05-26,F04,Membership,465,260.4,204.6
T0002740,M01364,2024-01-01,F04,Membership,490,274.4,215.6
T0002741,M01364,2025-01-01,F04,Membership,540,302.4,237.6
T0002742,M01365,2024-02-05,F02,Membership,840,512.4,327.6
T0002743,M01365,2025-01-01,F02,Membership,840,512.4,327.6
T0002744,M01366,2023-08-21,F01,Membership,840,512.4,327.6
T0002745,M01366,2024-01-01,F01,Membership,840,512.4,327.6
T0002746,M01366,2025-01-01,F01,Membership,815,497.15,317.85
T0002747,M01367,2023-05-25,F01,Membership,540,302.4,237.6
T0002748,M01367,2024-01-01,F01,Membership,490,274.4,215.6
T0002749,M01367,2025-01-01,F01,Membership,515,288.4,226.6
T0002750,M01368,2023-03-14,F04,Membership,480,283.2,196.8
T0002751,M01368,2024-01-01,F04,Membership,480,283.2,196.8
T0002752,M01368,2025-01-01,F04,Membership,430,253.7,176.3
T0002753,M01369,2022-09-03,F02,Membership,300,207,93
T0002754,M01370,2022-11-03,F01,Membership,840,512.4,327.6
T0002755,M01371,2024-10-29,F02,Membership,540,302.4,237.6
T0002756,M01371,2025-01-01,F02,Membership,490,274.4,215.6
T0002757,M01372,2024-02-15,F03,Membership,490,274.4,215.6
T0002758,M01373,2022-05-18,F02,Membership,840,512.4,327.6
T0002759,M01373,2023-01-01,F02,Membership,840,512.4,327.6
T0002760,M01373,2024-01-01,F02,Membership,840,512.4,327.6
T0002761,M01373,2025-01-01,F02,Membership,815,497.15,317.85
T0002762,M01374,2024-03-19,F04,Membership,300,207,93
T0002763,M01374,2025-01-01,F04,Membership,275,189.75,85.25
T0002764,M01375,2023-01-16,F04,Membership,540,302.4,237.6
T0002765,M01375,2024-01-01,F04,Membership,540,302.4,237.6
T0002766,M01375,2025-01-01,F04,Membership,515,288.4,226.6
T0002767,M01376,2022-08-24,F03,Membership,840,512.4,327.6
T0002768,M01377,2022-01-12,F02,Membership,390,249.6,140.4
T0002769,M01377,2023-01-01,F02,Membership,365,233.6,131.4
T0002770,M01377,2024-01-01,F02,Membership,390,249.6,140.4
T0002771,M01377,2025-01-01,F02,Membership,390,249.6,140.4
T0002772,M01378,2024-11-02,F03,Membership,480,283.2,196.8
T0002773,M01379,2024-10-30,F02,Membership,815,497.15,317.85
T0002774,M01379,2025-01-01,F02,Membership,840,512.4,327.6
T0002775,M01380,2024-03-09,F03,Membership,465,260.4,204.6
T0002776,M01380,2025-01-01,F03,Membership,540,302.4,237.6
T0002777,M01381,2024-08-03,F02,Membership,840,512.4,327.6
T0002778,M01381,2025-01-01,F02,Membership,840,512.4,327.6
T0002779,M01382,2025-04-06,F01,Membership,480,283.2,196.8
T0002780,M01383,2023-09-26,F03,Membership,840,512.4,327.6
T0002781,M01383,2024-01-01,F03,Membership,790,481.9,308.1
T0002782,M01383,2025-01-01,F03,Membership,840,512.4,327.6
T0002783,M01384,2024-03-09,F04,Membership,540,302.4,237.6
T0002784,M01384,2025-01-01,F04,Membership,540,302.4,237.6
T0002785,M01385,2022-11-15,F03,Membership,815,497.15,317.85
T0002786,M01385,2023-01-01,F03,Membership,765,466.65,298.35
T0002787,M01385,2024-01-01,F03,Membership,765,466.65,298.35
T0002788,M01385,2025-01-01,F03,Membership,840,512.4,327.6
T0002789,M01386,2022-04-19,F03,Membership,540,302.4,237.6
T0002790,M01386,2023-01-01,F03,Membership,465,260.4,204.6
T0002791,M01386,2024-01-01,F03,Membership,540,302.4,237.6
T0002792,M01386,2025-01-01,F03,Membership,540,302.4,237.6
T0002793,M01387,2022-01-29,F01,Membership,540,302.4,237.6
T0002794,M01388,2025-06-17,F04,Membership,840,512.4,327.6
T0002795,M01389,2022-05-08,F01,Membership,515,288.4,226.6
T0002796,M01389,2023-01-01,F01,Membership,540,302.4,237.6
T0002797,M01390,2024-05-28,F04,Membership,390,249.6,140.4
T0002798,M01391,2024-06-18,F02,Membership,840,512.4,327.6
T0002799,M01391,2025-01-01,F02,Membership,790,481.9,308.1
T0002800,M01392,2024-02-23,F03,Membership,815,497.15,317.85
T0002801,M01392,2025-01-01,F03,Membership,790,481.9,308.1
T0002802,M01393,2024-10-03,F02,Membership,315,201.6,113.4
T0002803,M01393,2025-01-01,F02,Membership,315,201.6,113.4
T0002804,M01394,2024-01-30,F01,Membership,540,302.4,237.6
T0002805,M01394,2025-01-01,F01,Membership,540,302.4,237.6
T0002806,M01395,2024-09-19,F02,Membership,515,288.4,226.6
T0002807,M01395,2025-01-01,F02,Membership,540,302.4,237.6
T0002808,M01396,2025-01-28,F04,Membership,840,512.4,327.6
T0002809,M01397,2025-04-17,F02,Membership,480,283.2,196.8
T0002810,M01398,2022-10-19,F04,Membership,490,274.4,215.6
T0002811,M01399,2022-08-31,F01,Membership,455,268.45,186.55
T0002812,M01399,2023-01-01,F01,Membership,430,253.7,176.3
T0002813,M01399,2024-01-01,F01,Membership,480,283.2,196.8
T0002814,M01400,2023-05-06,F04,Membership,315,201.6,113.4
T0002815,M01400,2024-01-01,F04,Membership,365,233.6,131.4
T0002816,M01400,2025-01-01,F04,Membership,340,217.6,122.4
T0002817,M01228,2023-08-06,F01,Program,65,29.9,35.1
T0002818,M01224,2023-08-10,F01,Program,75,34.5,40.5
T0002819,M00501,2023-08-09,F01,Program,75,34.5,40.5
T0002820,M01112,2023-08-17,F01,Program,65,29.9,35.1
T0002821,M01345,2023-08-24,F01,Program,60,27.6,32.4
T0002822,M00122,2023-08-16,F01,Program,75,34.5,40.5
T0002823,M00427,2023-08-07,F01,Program,75,34.5,40.5
T0002824,M01146,2023-08-20,F01,Program,75,34.5,40.5
T0002825,M00417,2023-08-13,F01,Program,75,34.5,40.5
T0002826,M01371,2023-08-20,F01,Program,75,34.5,40.5
T0002827,M00239,2023-08-08,F01,Program,75,34.5,40.5
T0002828,M01095,2023-08-18,F01,Program,75,34.5,40.5
T0002829,M00613,2023-08-11,F01,Program,75,34.5,40.5
T0002830,M01172,2023-08-10,F01,Program,75,34.5,40.5
T0002831,M00577,2023-08-04,F01,Program,65,29.9,35.1
T0002832,M01269,2023-08-18,F01,Program,75,34.5,40.5
T0002833,M00015,2023-08-18,F01,Program,75,34.5,40.5
T0002834,M00095,2023-08-05,F01,Program,75,34.5,40.5
T0002835,M01015,2023-08-11,F01,Program,65,29.9,35.1
T0002836,M00688,2023-08-01,F01,Program,65,29.9,35.1
T0002837,M00472,2023-08-24,F01,Program,60,27.6,32.4
T0002838,M01381,2023-08-21,F01,Program,60,27.6,32.4
T0002839,M00279,2023-08-15,F01,Program,75,34.5,40.5
T0002840,M00355,2023-01-07,F01,Program,45,20.7,24.3
T0002841,M00764,2023-01-11,F01,Program,45,20.7,24.3
T0002842,M01260,2023-01-09,F01,Program,45,20.7,24.3
T0002843,M00929,2023-01-16,F01,Program,45,20.7,24.3
T0002844,M00560,2023-01-24,F01,Program,30,13.8,16.2
T0002845,M00565,2023-01-02,F01,Program,35,16.1,18.9
T0002846,M00596,2023-01-19,F01,Program,30,13.8,16.2
T0002847,M01372,2023-01-11,F01,Program,45,20.7,24.3
T0002848,M00107,2023-01-08,F01,Program,35,16.1,18.9
T0002849,M00979,2023-01-23,F01,Program,35,16.1,18.9
T0002850,M00329,2023-01-07,F01,Program,45,20.7,24.3
T0002851,M00386,2023-01-20,F01,Program,45,20.7,24.3
T0002852,M00415,2023-01-10,F01,Program,45,20.7,24.3
T0002853,M01158,2023-01-11,F01,Program,45,20.7,24.3
T0002854,M00913,2023-01-18,F01,Program,35,16.1,18.9
T0002855,M00075,2023-01-06,F01,Program,35,16.1,18.9
T0002856,M01395,2023-01-14,F01,Program,30,13.8,16.2
T0002857,M01217,2023-01-23,F01,Program,35,16.1,18.9
T0002858,M00383,2023-01-06,F01,Program,45,20.7,24.3
T0002859,M00496,2023-01-08,F01,Program,30,13.8,16.2
T0002860,M01056,2023-01-18,F01,Program,45,20.7,24.3
T0002861,M00630,2023-01-03,F01,Program,35,16.1,18.9
T0002862,M00197,2023-01-14,F01,Program,45,20.7,24.3
T0002863,M01231,2023-01-03,F01,Program,45,20.7,24.3
T0002864,M00988,2023-01-02,F01,Program,45,20.7,24.3
T0002865,M00618,2023-01-12,F01,Program,45,20.7,24.3
T0002866,M00366,2023-01-13,F01,Program,45,20.7,24.3
T0002867,M00008,2023-01-21,F01,Program,45,20.7,24.3
T0002868,M00275,2023-01-14,F01,Program,30,13.8,16.2
T0002869,M00946,2023-01-03,F01,Program,35,16.1,18.9
T0002870,M00059,2023-03-05,F01,Program,60,27.6,32.4
T0002871,M00474,2023-03-21,F01,Program,65,29.9,35.1
T0002872,M00622,2023-03-19,F01,Program,75,34.5,40.5
T0002873,M01321,2023-03-19,F01,Program,75,34.5,40.5
T0002874,M00547,2023-03-13,F01,Program,75,34.5,40.5
T0002875,M00820,2023-03-03,F01,Program,65,29.9,35.1
T0002876,M00190,2023-03-24,F01,Program,60,27.6,32.4
T0002877,M00012,2023-03-12,F01,Program,75,34.5,40.5
T0002878,M00640,2023-03-04,F01,Program,75,34.5,40.5
T0002879,M00890,2023-03-20,F01,Program,65,29.9,35.1
T0002880,M00804,2023-03-13,F01,Program,60,27.6,32.4
T0002881,M01016,2023-03-07,F01,Program,75,34.5,40.5
T0002882,M00601,2023-03-10,F01,Program,75,34.5,40.5
T0002883,M00245,2023-03-19,F01,Program,75,34.5,40.5
T0002884,M00704,2023-03-19,F01,Program,75,34.5,40.5
T0002885,M00029,2023-03-03,F01,Program,75,34.5,40.5
T0002886,M01181,2023-03-08,F01,Program,65,29.9,35.1
T0002887,M00567,2023-03-01,F01,Program,75,34.5,40.5
T0002888,M00348,2023-03-20,F01,Program,75,34.5,40.5
T0002889,M00561,2023-03-07,F01,Program,60,27.6,32.4
T0002890,M01151,2023-03-17,F01,Program,75,34.5,40.5
T0002891,M00904,2023-03-02,F01,Program,65,29.9,35.1
T0002892,M00329,2023-03-09,F01,Program,75,34.5,40.5
T0002893,M01390,2023-03-13,F01,Program,65,29.9,35.1
T0002894,M00919,2023-03-13,F01,Program,75,34.5,40.5
T0002895,M00768,2023-03-11,F01,Program,75,34.5,40.5
T0002896,M00812,2023-03-12,F01,Program,65,29.9,35.1
T0002897,M00095,2023-03-12,F01,Program,75,34.5,40.5
T0002898,M00019,2023-03-17,F01,Program,75,34.5,40.5
T0002899,M00965,2023-03-07,F01,Program,75,34.5,40.5
T0002900,M01368,2023-03-07,F01,Program,75,34.5,40.5
T0002901,M00203,2023-06-18,F01,Program,75,34.5,40.5
T0002902,M01110,2023-06-01,F01,Program,65,29.9,35.1
T0002903,M00821,2023-06-01,F01,Program,60,27.6,32.4
T0002904,M01075,2023-06-04,F01,Program,75,34.5,40.5
T0002905,M01346,2023-06-04,F01,Program,75,34.5,40.5
T0002906,M00253,2023-06-11,F01,Program,65,29.9,35.1
T0002907,M00019,2023-06-09,F01,Program,60,27.6,32.4
T0002908,M00649,2023-06-16,F01,Program,75,34.5,40.5
T0002909,M00554,2023-06-17,F01,Program,75,34.5,40.5
T0002910,M00220,2023-06-02,F01,Program,75,34.5,40.5
T0002911,M00407,2023-06-18,F01,Program,75,34.5,40.5
T0002912,M00323,2023-06-24,F01,Program,75,34.5,40.5
T0002913,M01085,2023-06-10,F01,Program,75,34.5,40.5
T0002914,M01239,2023-06-13,F01,Program,75,34.5,40.5
T0002915,M00780,2023-06-04,F01,Program,75,34.5,40.5
T0002916,M01315,2023-06-01,F01,Program,60,27.6,32.4
T0002917,M01117,2023-06-18,F01,Program,75,34.5,40.5
T0002918,M01206,2023-06-12,F01,Program,60,27.6,32.4
T0002919,M00391,2023-06-20,F01,Program,65,29.9,35.1
T0002920,M00575,2023-06-21,F01,Program,75,34.5,40.5
T0002921,M00560,2023-06-07,F01,Program,75,34.5,40.5
T0002922,M00756,2023-06-05,F01,Program,65,29.9,35.1
T0002923,M00027,2023-06-16,F01,Program,75,34.5,40.5
T0002924,M00237,2023-01-05,F01,Program,90,41.4,48.6
T0002925,M01042,2023-01-19,F01,Program,90,41.4,48.6
T0002926,M00504,2023-01-19,F01,Program,90,41.4,48.6
T0002927,M00272,2023-01-04,F01,Program,90,41.4,48.6
T0002928,M00240,2023-01-07,F01,Program,75,34.5,40.5
T0002929,M01090,2023-01-13,F01,Program,80,36.8,43.2
T0002930,M01180,2023-01-24,F01,Program,90,41.4,48.6
T0002931,M00031,2023-01-22,F01,Program,80,36.8,43.2
T0002932,M00490,2023-01-06,F01,Program,90,41.4,48.6
T0002933,M00665,2023-01-09,F01,Program,80,36.8,43.2
T0002934,M01044,2023-01-21,F01,Program,80,36.8,43.2
T0002935,M00970,2023-01-13,F01,Program,90,41.4,48.6
T0002936,M00896,2023-01-04,F01,Program,90,41.4,48.6
T0002937,M01203,2023-01-14,F01,Program,90,41.4,48.6
T0002938,M00423,2023-01-01,F01,Program,90,41.4,48.6
T0002939,M00709,2023-01-10,F01,Program,80,36.8,43.2
T0002940,M00557,2023-01-11,F01,Program,80,36.8,43.2
T0002941,M00036,2023-01-03,F01,Program,90,41.4,48.6
T0002942,M00511,2023-01-06,F01,Program,80,36.8,43.2
T0002943,M01399,2023-01-04,F01,Program,80,36.8,43.2
T0002944,M00323,2023-01-18,F01,Program,90,41.4,48.6
T0002945,M01293,2023-01-24,F01,Program,75,34.5,40.5
T0002946,M00250,2023-01-06,F01,Program,80,36.8,43.2
T0002947,M00230,2023-01-07,F01,Program,90,41.4,48.6
T0002948,M00413,2023-01-21,F01,Program,90,41.4,48.6
T0002949,M00406,2023-08-22,F01,Program,35,16.1,18.9
T0002950,M00576,2023-08-13,F01,Program,30,13.8,16.2
T0002951,M01397,2023-08-11,F01,Program,45,20.7,24.3
T0002952,M01013,2023-08-14,F01,Program,45,20.7,24.3
T0002953,M00395,2023-08-10,F01,Program,35,16.1,18.9
T0002954,M00361,2023-08-08,F01,Program,45,20.7,24.3
T0002955,M01275,2023-08-03,F01,Program,35,16.1,18.9
T0002956,M00571,2023-08-01,F01,Program,45,20.7,24.3
T0002957,M00357,2023-08-12,F01,Program,45,20.7,24.3
T0002958,M00418,2023-08-01,F01,Program,35,16.1,18.9
T0002959,M00126,2023-08-18,F01,Program,45,20.7,24.3
T0002960,M01334,2023-08-06,F01,Program,30,13.8,16.2
T0002961,M00794,2023-08-17,F01,Program,45,20.7,24.3
T0002962,M00566,2023-08-21,F01,Program,30,13.8,16.2
T0002963,M00006,2023-08-13,F01,Program,45,20.7,24.3
T0002964,M00446,2023-03-14,F01,Program,75,34.5,40.5
T0002965,M00555,2023-03-24,F01,Program,80,36.8,43.2
T0002966,M00817,2023-03-24,F01,Program,80,36.8,43.2
T0002967,M00526,2023-03-14,F01,Program,90,41.4,48.6
T0002968,M00524,2023-03-23,F01,Program,75,34.5,40.5
T0002969,M01061,2023-03-15,F01,Program,90,41.4,48.6
T0002970,M01371,2023-03-15,F01,Program,75,34.5,40.5
T0002971,M00415,2023-03-14,F01,Program,90,41.4,48.6
T0002972,M01182,2023-03-05,F01,Program,80,36.8,43.2
T0002973,M00734,2023-03-01,F01,Program,75,34.5,40.5
T0002974,M00652,2023-03-21,F01,Program,90,41.4,48.6
T0002975,M00859,2023-03-15,F01,Program,90,41.4,48.6
T0002976,M00047,2023-03-24,F01,Program,75,34.5,40.5
T0002977,M01271,2023-03-03,F01,Program,90,41.4,48.6
T0002978,M00405,2023-03-19,F01,Program,80,36.8,43.2
T0002979,M00145,2023-03-18,F01,Program,80,36.8,43.2
T0002980,M00461,2023-03-06,F01,Program,75,34.5,40.5
T0002981,M00292,2023-03-08,F01,Program,90,41.4,48.6
T0002982,M01392,2023-03-10,F01,Program,90,41.4,48.6
T0002983,M00959,2023-03-06,F01,Program,90,41.4,48.6
T0002984,M01353,2023-03-15,F01,Program,90,41.4,48.6
T0002985,M00301,2023-03-06,F01,Program,90,41.4,48.6
T0002986,M00091,2023-03-03,F01,Program,90,41.4,48.6
T0002987,M00570,2023-03-19,F01,Program,90,41.4,48.6
T0002988,M00461,2023-06-20,F01,Program,120,55.2,64.8
T0002989,M00634,2023-06-15,F01,Program,105,48.3,56.7
T0002990,M01310,2023-06-15,F01,Program,120,55.2,64.8
T0002991,M00547,2023-06-21,F01,Program,120,55.2,64.8
T0002992,M00672,2023-06-12,F01,Program,120,55.2,64.8
T0002993,M00059,2023-06-12,F01,Program,120,55.2,64.8
T0002994,M00168,2023-06-02,F01,Program,120,55.2,64.8
T0002995,M01316,2023-06-07,F01,Program,120,55.2,64.8
T0002996,M00826,2023-06-21,F01,Program,120,55.2,64.8
T0002997,M00889,2023-06-05,F01,Program,120,55.2,64.8
T0002998,M00950,2023-06-17,F01,Program,120,55.2,64.8
T0002999,M01263,2023-06-07,F01,Program,120,55.2,64.8
T0003000,M00450,2023-04-18,F02,Program,90,41.4,48.6
T0003001,M00645,2023-04-12,F02,Program,75,34.5,40.5
T0003002,M00267,2023-04-09,F02,Program,90,41.4,48.6
T0003003,M00453,2023-04-05,F02,Program,90,41.4,48.6
T0003004,M01266,2023-04-22,F02,Program,75,34.5,40.5
T0003005,M00145,2023-04-03,F02,Program,75,34.5,40.5
T0003006,M00773,2023-04-25,F02,Program,90,41.4,48.6
T0003007,M00714,2023-04-15,F02,Program,90,41.4,48.6
