member_id,household_id,join_date,home_facility_id,service_area,age_group,membership_type,acquisition_channel,marketing_consent,postal_fsa,engagement_score
M00572,H00572,2023-08-16,F03,North Valley,50-64,Family annual,Organic web,Yes,V1E,0.624
M00573,H00573,2023-08-28,F04,West Valley,65+,Family annual,Organic web,No,V1D,0.958
M00574,H00287,2022-10-17,F02,East Shore,35-49,Adult annual,Organic web,Yes,V1D,0.975
M00575,H00288,2025-02-02,F01,Central,50-64,Adult annual,Community event,Yes,V1A,0.729
M00576,H00576,2022-01-25,F01,Central,65+,Monthly flexible,Community event,Yes,V1A,1.131
M00577,H00193,2025-06-11,F02,East Shore,65+,Senior annual,Referral,Yes,V1D,0.79
M00578,H00578,2024-06-17,F04,West Valley,18-34,Adult annual,Walk-in,No,V1D,0.677
M00579,H00579,2024-08-22,F01,Central,Under 18,Family annual,Paid social,Yes,V1D,1.672
M00580,H00580,2024-06-07,F03,North Valley,18-34,Adult annual,Community event,Yes,V1B,0.645
M00581,H00581,2023-07-05,F03,North Valley,35-49,Senior annual,Referral,No,V1B,0.797
M00582,H00291,2023-08-10,F04,West Valley,50-64,Adult annual,Email,No,V1D,1.239
M00583,H00195,2024-02-28,F04,West Valley,50-64,Senior annual,Referral,No,V1E,1.386
M00584,H00584,2024-11-10,F03,North Valley,50-64,Monthly flexible,Organic web,Yes,V1A,1.059
M00585,H00195,2024-01-10,F02,East Shore,65+,Senior annual,Walk-in,No,V1A,0.812
M00586,H00293,2024-06-17,F02,East Shore,65+,Adult annual,Organic web,Yes,V1D,1.028
M00587,H00587,2023-11-04,F01,Central,35-49,Monthly flexible,Walk-in,Yes,V1C,0.558
M00588,H00588,2025-04-19,F01,Central,18-34,Youth annual,Referral,Yes,V1D,0.84
M00589,H00589,2023-03-03,F04,West Valley,50-64,Family annual,Organic web,Yes,V1A,1.598
M00590,H00590,2025-02-24,F03,North Valley,18-34,Adult annual,Paid social,Yes,V1A,1.371
M00591,H00591,2023-08-04,F03,North Valley,50-64,Adult annual,Paid social,Yes,V1B,1.677
M00592,H00198,2024-10-19,F03,North Valley,50-64,Adult annual,Referral,Yes,V1C,1.582
M00593,H00593,2023-01-15,F01,Central,65+,Youth annual,Community event,No,V1D,0.51
M00594,H00297,2024-05-16,F03,North Valley,35-49,Monthly flexible,Referral,Yes,V1D,1.158
M00595,H00595,2024-09-11,F01,Central,50-64,Monthly flexible,Referral,Yes,V1A,0.803
M00596,H00596,2024-01-22,F03,North Valley,65+,Family annual,Walk-in,Yes,V1B,1.097
M00597,H00597,2025-02-20,F03,North Valley,50-64,Monthly flexible,Organic web,No,V1B,0.914
M00598,H00200,2024-06-10,F01,Central,50-64,Adult annual,Paid social,Yes,V1D,0.634
M00599,H00300,2022-01-18,F01,Central,65+,Senior annual,Organic web,No,V1C,0.475
M00600,H00300,2025-07-28,F03,North Valley,35-49,Monthly flexible,Organic web,No,V1E,1.609
M00601,H00601,2023-07-25,F03,North Valley,18-34,Youth annual,Email,Yes,V1D,0.726
M00602,H00201,2023-04-05,F03,North Valley,35-49,Monthly flexible,Referral,Yes,V1C,1.362
M00603,H00302,2022-01-06,F01,Central,50-64,Senior annual,Walk-in,Yes,V1E,1.215
M00604,H00604,2023-10-26,F02,East Shore,65+,Adult annual,Referral,Yes,V1C,1.563
M00605,H00605,2024-01-16,F04,West Valley,18-34,Family annual,Referral,Yes,V1A,0.702
M00606,H00202,2022-09-27,F02,East Shore,35-49,Adult annual,Walk-in,Yes,V1D,0.92
M00607,H00607,2023-03-29,F04,West Valley,50-64,Adult annual,Referral,No,V1D,1.063
M00608,H00608,2022-04-17,F03,North Valley,50-64,Monthly flexible,Community event,Yes,V1C,0.627
M00609,H00609,2022-10-21,F03,North Valley,50-64,Adult annual,Referral,Yes,V1A,0.675
M00610,H00204,2023-09-10,F03,North Valley,50-64,Adult annual,Paid social,No,V1C,1.212
M00611,H00611,2024-03-15,F02,East Shore,35-49,Adult annual,Paid social,Yes,V1C,1.571
M00612,H00612,2025-09-24,F02,East Shore,50-64,Youth annual,Paid social,Yes,V1B,0.79
M00613,H00613,2024-02-25,F03,North Valley,18-34,Monthly flexible,Paid social,Yes,V1D,0.74
M00614,H00614,2022-07-25,F02,East Shore,65+,Adult annual,Organic web,Yes,V1A,1.613
M00615,H00615,2023-06-26,F03,North Valley,35-49,Monthly flexible,Referral,Yes,V1A,1.022
M00616,H00616,2023-08-07,F02,East Shore,35-49,Senior annual,Walk-in,No,V1A,1.672
M00617,H00617,2024-03-04,F01,Central,50-64,Adult annual,Organic web,No,V1C,0.964
M00618,H00618,2022-03-27,F03,North Valley,35-49,Adult annual,Paid social,Yes,V1A,1.229
M00619,H00619,2022-10-05,F01,Central,18-34,Adult annual,Email,Yes,V1D,1.1
M00620,H00620,2023-08-02,F02,East Shore,50-64,Adult annual,Paid social,No,V1A,1.464
M00621,H00207,2023-11-15,F03,North Valley,35-49,Senior annual,Referral,No,V1C,1.132
M00622,H00622,2024-09-14,F04,West Valley,Under 18,Family annual,Organic web,Yes,V1B,0.855
M00623,H00208,2025-09-13,F01,Central,50-64,Monthly flexible,Referral,Yes,V1A,0.624
M00624,H00624,2023-11-21,F01,Central,35-49,Monthly flexible,Referral,Yes,V1A,1.22
M00625,H00625,2022-04-14,F03,North Valley,18-34,Monthly flexible,Organic web,Yes,V1C,0.687
M00626,H00626,2023-01-12,F04,West Valley,Under 18,Adult annual,Community event,No,V1A,1.035
M00627,H00314,2022-07-24,F04,West Valley,35-49,Youth annual,Referral,Yes,V1D,1.536
M00628,H00628,2024-10-29,F02,East Shore,35-49,Adult annual,Paid social,Yes,V1A,0.775
M00629,H00629,2023-10-09,F04,West Valley,50-64,Family annual,Walk-in,Yes,V1E,1.469
M00630,H00630,2023-08-25,F01,Central,35-49,Family annual,Paid social,Yes,V1C,1.066
M00631,H00631,2024-07-28,F01,Central,35-49,Adult annual,Walk-in,No,V1A,1.365
M00632,H00632,2025-01-11,F01,Central,18-34,Senior annual,Community event,Yes,V1E,1.131
M00633,H00633,2022-07-11,F01,Central,65+,Adult annual,Organic web,No,V1B,0.916
M00634,H00634,2024-02-13,F04,West Valley,18-34,Adult annual,Walk-in,Yes,V1A,0.779
M00635,H00212,2024-06-18,F04,West Valley,18-34,Family annual,Walk-in,Yes,V1C,1.072
M00636,H00318,2024-07-12,F01,Central,65+,Family annual,Community event,No,V1A,1.621
M00637,H00637,2024-01-26,F04,West Valley,50-64,Adult annual,Walk-in,Yes,V1B,0.981
M00638,H00638,2023-05-25,F04,West Valley,18-34,Family annual,Organic web,Yes,V1E,0.894
M00639,H00213,2025-11-16,F01,Central,35-49,Adult annual,Walk-in,Yes,V1D,1.338
M00640,H00214,2023-03-11,F01,Central,65+,Family annual,Community event,Yes,V1B,1.667
M00641,H00641,2023-09-14,F02,East Shore,18-34,Senior annual,Paid social,Yes,V1A,1.643
M00642,H00642,2025-04-27,F02,East Shore,35-49,Youth annual,Organic web,Yes,V1C,0.749
M00643,H00215,2024-11-16,F01,Central,35-49,Youth annual,Community event,Yes,V1C,0.652
M00644,H00644,2025-01-30,F04,West Valley,18-34,Family annual,Referral,No,V1C,1.649
M00645,H00645,2025-02-02,F01,Central,18-34,Monthly flexible,Organic web,Yes,V1C,0.882
M00646,H00323,2023-02-19,F03,North Valley,35-49,Monthly flexible,Referral,No,V1D,0.53
M00647,H00324,2024-10-04,F02,East Shore,18-34,Adult annual,Paid social,No,V1A,0.583
M00648,H00216,2022-07-23,F01,Central,35-49,Monthly flexible,Walk-in,Yes,V1D,0.965
M00649,H00649,2025-10-30,F01,Central,50-64,Family annual,Organic web,No,V1A,1.019
M00650,H00650,2024-10-13,F04,West Valley,18-34,Youth annual,Walk-in,No,V1D,1.193
M00651,H00651,2024-07-05,F04,West Valley,50-64,Adult annual,Organic web,Yes,V1E,0.974
M00652,H00218,2023-06-05,F01,Central,65+,Family annual,Email,Yes,V1E,1.609
M00653,H00218,2024-07-26,F04,West Valley,35-49,Monthly flexible,Community event,Yes,V1B,1.277
M00654,H00327,2024-04-13,F02,East Shore,18-34,Adult annual,Organic web,Yes,V1D,0.525
M00655,H00219,2025-03-31,F04,West Valley,Under 18,Senior annual,Community event,Yes,V1B,0.995
M00656,H00656,2024-09-29,F01,Central,65+,Adult annual,Paid social,Yes,V1A,1.535
M00657,H00219,2024-10-18,F03,North Valley,18-34,Adult annual,Organic web,Yes,V1C,0.569
M00658,H00658,2024-02-20,F02,East Shore,35-49,Monthly flexible,Community event,Yes,V1B,0.842
M00659,H00659,2025-04-25,F03,North Valley,18-34,Monthly flexible,Walk-in,Yes,V1B,1.175
M00660,H00660,2024-10-01,F02,East Shore,65+,Senior annual,Walk-in,No,V1C,1.211
M00661,H00331,2024-03-04,F04,West Valley,35-49,Youth annual,Walk-in,Yes,V1A,1.264
M00662,H00662,2022-07-16,F03,North Valley,18-34,Senior annual,Referral,Yes,V1A,0.565
M00663,H00332,2024-02-19,F01,Central,Under 18,Adult annual,Community event,Yes,V1B,1.691
M00664,H00332,2025-06-03,F04,West Valley,18-34,Adult annual,Referral,Yes,V1A,1.383
M00665,H00665,2024-10-28,F02,East Shore,35-49,Adult annual,Paid social,No,V1C,1.475
M00666,H00666,2025-03-09,F01,Central,35-49,Adult annual,Organic web,Yes,V1C,0.86
M00667,H00667,2022-10-09,F02,East Shore,35-49,Adult annual,Organic web,Yes,V1C,1.505
M00668,H00334,2024-03-03,F01,Central,35-49,Family annual,Organic web,No,V1D,1.456
M00669,H00223,2022-07-05,F02,East Shore,65+,Family annual,Organic web,Yes,V1A,1.557
M00670,H00224,2025-04-01,F04,West Valley,50-64,Adult annual,Walk-in,Yes,V1B,1.073
M00671,H00336,2024-01-26,F03,North Valley,18-34,Family annual,Community event,Yes,V1E,1.666
M00672,H00672,2023-06-26,F02,East Shore,50-64,Senior annual,Community event,Yes,V1D,1.627
M00673,H00225,2024-06-19,F01,Central,18-34,Adult annual,Walk-in,Yes,V1A,1.245
M00674,H00674,2023-02-21,F02,East Shore,18-34,Youth annual,Organic web,Yes,V1B,0.969
M00675,H00675,2023-05-21,F01,Central,35-49,Family annual,Organic web,Yes,V1B,1.527
M00676,H00676,2022-01-18,F01,Central,Under 18,Adult annual,Community event,Yes,V1E,0.913
M00677,H00677,2022-03-24,F01,Central,35-49,Adult annual,Walk-in,No,V1A,1.329
M00678,H00339,2023-10-06,F01,Central,35-49,Senior annual,Community event,No,V1E,0.923
M00679,H00679,2023-02-28,F04,West Valley,35-49,Adult annual,Organic web,Yes,V1B,0.537
M00680,H00680,2024-02-12,F01,Central,18-34,Adult annual,Email,No,V1E,0.484
M00681,H00227,2025-08-27,F02,East Shore,18-34,Senior annual,Referral,Yes,V1C,1.691
M00682,H00682,2025-04-02,F04,West Valley,18-34,Monthly flexible,Community event,Yes,V1D,1.175
M00683,H00342,2023-11-17,F03,North Valley,18-34,Adult annual,Paid social,No,V1A,0.634
M00684,H00684,2022-09-04,F01,Central,Under 18,Senior annual,Organic web,Yes,V1C,0.809
M00685,H00685,2024-07-04,F02,East Shore,50-64,Family annual,Organic web,No,V1B,1.144
M00686,H00343,2023-02-04,F01,Central,50-64,Family annual,Paid social,Yes,V1C,0.885
M00687,H00687,2022-05-13,F04,West Valley,50-64,Adult annual,Referral,Yes,V1E,0.769
M00688,H00230,2023-05-20,F02,East Shore,50-64,Monthly flexible,Walk-in,No,V1E,0.696
M00689,H00689,2023-05-06,F02,East Shore,65+,Monthly flexible,Referral,Yes,V1D,1.108
M00690,H00345,2022-05-14,F02,East Shore,35-49,Monthly flexible,Organic web,Yes,V1A,0.454
M00691,H00231,2022-09-15,F03,North Valley,50-64,Adult annual,Community event,Yes,V1D,0.996
M00692,H00692,2024-09-11,F03,North Valley,18-34,Monthly flexible,Organic web,Yes,V1C,1.407
M00693,H00693,2022-04-03,F01,Central,18-34,Family annual,Organic web,Yes,V1E,0.578
M00694,H00694,2023-06-23,F03,North Valley,18-34,Monthly flexible,Referral,No,V1C,1.528
M00695,H00695,2022-10-25,F01,Central,18-34,Senior annual,Referral,Yes,V1E,1.577
M00696,H00348,2024-09-06,F02,East Shore,50-64,Senior annual,Referral,Yes,V1A,1.188
M00697,H00697,2022-06-17,F03,North Valley,18-34,Family annual,Walk-in,No,V1A,1.36
M00698,H00698,2023-10-15,F04,West Valley,18-34,Adult annual,Referral,No,V1E,1.036
M00699,H00699,2025-09-30,F02,East Shore,18-34,Youth annual,Walk-in,Yes,V1E,1.245
M00700,H00700,2024-07-18,F04,West Valley,35-49,Adult annual,Walk-in,Yes,V1C,1.235
M00701,H00701,2025-11-02,F04,West Valley,50-64,Senior annual,Paid social,Yes,V1C,0.843
M00702,H00351,2023-07-08,F01,Central,65+,Adult annual,Organic web,No,V1C,0.89
M00703,H00235,2022-01-11,F02,East Shore,18-34,Adult annual,Community event,Yes,V1A,1.29
M00704,H00352,2024-07-10,F02,East Shore,18-34,Family annual,Email,Yes,V1B,0.596
M00705,H00235,2024-03-15,F03,North Valley,35-49,Family annual,Organic web,No,V1A,1.034
M00706,H00706,2023-11-09,F03,North Valley,50-64,Monthly flexible,Referral,Yes,V1D,1.656
M00707,H00354,2023-07-11,F01,Central,35-49,Youth annual,Walk-in,Yes,V1C,1.09
M00708,H00354,2022-02-13,F01,Central,50-64,Adult annual,Referral,No,V1B,0.745
M00709,H00355,2025-04-03,F02,East Shore,65+,Youth annual,Referral,Yes,V1C,1.408
M00710,H00710,2024-08-14,F01,Central,18-34,Senior annual,Walk-in,Yes,V1C,1.603
M00711,H00711,2022-11-01,F03,North Valley,18-34,Adult annual,Paid social,No,V1C,0.759
M00712,H00356,2025-06-18,F01,Central,65+,Family annual,Walk-in,Yes,V1A,1.104
M00713,H00357,2025-01-22,F02,East Shore,18-34,Adult annual,Organic web,No,V1C,1.386
M00714,H00238,2024-07-11,F04,West Valley,Under 18,Adult annual,Organic web,Yes,V1C,1.188
M00715,H00239,2025-06-08,F04,West Valley,50-64,Adult annual,Paid social,Yes,V1B,1.133
M00716,H00716,2023-04-17,F03,North Valley,35-49,Monthly flexible,Community event,Yes,V1C,0.471
M00717,H00359,2023-05-06,F04,West Valley,18-34,Monthly flexible,Organic web,No,V1B,0.976
M00718,H00718,2023-01-17,F02,East Shore,18-34,Family annual,Walk-in,Yes,V1E,0.606
M00719,H00719,2022-01-15,F01,Central,50-64,Adult annual,Referral,Yes,V1C,1.578
M00720,H00720,2023-07-30,F03,North Valley,35-49,Adult annual,Walk-in,Yes,V1C,0.889
M00721,H00241,2025-08-29,F02,East Shore,Under 18,Family annual,Referral,Yes,V1C,1.2
M00722,H00361,2024-06-09,F04,West Valley,50-64,Adult annual,Organic web,Yes,V1C,1.081
M00723,H00723,2022-02-03,F04,West Valley,Under 18,Senior annual,Organic web,Yes,V1C,1.034
M00724,H00724,2022-03-05,F02,East Shore,35-49,Adult annual,Organic web,No,V1D,0.636
M00725,H00725,2025-05-12,F04,West Valley,50-64,Family annual,Organic web,No,V1D,0.942
M00726,H00242,2023-02-25,F01,Central,50-64,Adult annual,Paid social,Yes,V1B,1.509
M00727,H00727,2022-03-15,F03,North Valley,35-49,Monthly flexible,Referral,No,V1A,1.589
M00728,H00243,2024-09-30,F01,Central,50-64,Monthly flexible,Referral,Yes,V1E,1.101
M00729,H00365,2023-08-10,F04,West Valley,35-49,Monthly flexible,Organic web,Yes,V1A,0.917
M00730,H00730,2024-07-22,F03,North Valley,Under 18,Adult annual,Organic web,Yes,V1C,1.014
M00731,H00731,2025-08-24,F01,Central,35-49,Family annual,Referral,Yes,V1C,0.819
M00732,H00366,2023-03-20,F02,East Shore,50-64,Senior annual,Organic web,Yes,V1B,1.648
M00733,H00367,2024-05-24,F04,West Valley,Under 18,Family annual,Referral,Yes,V1A,0.851
M00734,H00734,2024-05-24,F01,Central,Under 18,Adult annual,Email,Yes,V1D,1.388
M00735,H00735,2022-03-20,F01,Central,18-34,Family annual,Email,No,V1B,0.53
M00736,H00736,2023-06-11,F04,West Valley,35-49,Adult annual,Walk-in,Yes,V1A,1.527
M00737,H00737,2024-09-16,F04,West Valley,65+,Adult annual,Community event,Yes,V1B,1.034
M00738,H00738,2024-09-09,F02,East Shore,35-49,Senior annual,Organic web,Yes,V1A,0.716
M00739,H00247,2025-05-16,F04,West Valley,50-64,Adult annual,Organic web,Yes,V1A,0.53
M00740,H00370,2023-10-25,F03,North Valley,35-49,Family annual,Referral,Yes,V1B,0.952
M00741,H00371,2025-10-24,F02,East Shore,18-34,Adult annual,Walk-in,No,V1C,1.663
M00742,H00371,2023-01-19,F02,East Shore,65+,Family annual,Email,No,V1A,1.284
M00743,H00743,2024-08-27,F03,North Valley,35-49,Youth annual,Walk-in,Yes,V1C,1.661
M00744,H00372,2023-04-17,F04,West Valley,35-49,Adult annual,Walk-in,Yes,V1B,0.597
M00745,H00745,2023-03-12,F02,East Shore,18-34,Monthly flexible,Email,Yes,V1B,1.143
M00746,H00746,2024-03-05,F01,Central,35-49,Adult annual,Organic web,Yes,V1C,0.74
M00747,H00249,2024-07-31,F03,North Valley,18-34,Senior annual,Organic web,No,V1A,1.681
M00748,H00250,2022-07-12,F01,Central,50-64,Adult annual,Paid social,No,V1D,0.988
M00749,H00749,2023-10-30,F02,East Shore,35-49,Senior annual,Email,Yes,V1E,1.181
M00750,H00750,2024-09-22,F02,East Shore,50-64,Monthly flexible,Paid social,Yes,V1C,1.345
M00751,H00751,2024-06-18,F04,West Valley,18-34,Monthly flexible,Community event,Yes,V1E,1.438
M00752,H00376,2025-06-03,F02,East Shore,65+,Family annual,Community event,No,V1B,1.619
M00753,H00251,2022-07-01,F03,North Valley,50-64,Adult annual,Walk-in,No,V1C,0.5
M00754,H00754,2025-08-28,F02,East Shore,50-64,Senior annual,Organic web,Yes,V1A,1.387
M00755,H00755,2022-04-20,F01,Central,18-34,Family annual,Walk-in,Yes,V1E,1.559
M00756,H00252,2022-07-28,F01,Central,50-64,Youth annual,Organic web,Yes,V1C,1.633
M00757,H00757,2023-01-30,F03,North Valley,18-34,Monthly flexible,Community event,Yes,V1E,0.684
M00758,H00253,2022-06-15,F02,East Shore,18-34,Adult annual,Referral,Yes,V1D,1.586
M00759,H00759,2023-06-10,F03,North Valley,Under 18,Adult annual,Referral,Yes,V1C,0.763
M00760,H00760,2024-06-30,F03,North Valley,18-34,Adult annual,Email,Yes,V1C,1.551
M00761,H00761,2023-02-01,F01,Central,18-34,Adult annual,Email,Yes,V1B,0.632
M00762,H00381,2023-10-15,F01,Central,18-34,Youth annual,Community event,Yes,V1E,0.656
M00763,H00763,2025-02-25,F01,Central,35-49,Family annual,Walk-in,Yes,V1A,1.508
M00764,H00764,2024-11-09,F04,West Valley,35-49,Monthly flexible,Organic web,Yes,V1C,1.55
M00765,H00255,2023-08-07,F01,Central,50-64,Family annual,Organic web,Yes,V1A,0.963
M00766,H00766,2022-08-14,F01,Central,50-64,Youth annual,Paid social,Yes,V1B,0.696
M00767,H00767,2024-09-03,F02,East Shore,50-64,Monthly flexible,Paid social,Yes,V1E,0.583
M00768,H00768,2022-03-09,F04,West Valley,18-34,Adult annual,Organic web,Yes,V1A,1.239
M00769,H00385,2024-03-03,F04,West Valley,65+,Adult annual,Paid social,Yes,V1A,1.296
M00770,H00385,2023-03-30,F01,Central,35-49,Senior annual,Paid social,Yes,V1B,0.492
M00771,H00771,2025-05-17,F01,Central,50-64,Family annual,Email,Yes,V1B,0.641
M00772,H00772,2022-01-27,F04,West Valley,50-64,Family annual,Community event,No,V1D,0.61
M00773,H00773,2022-02-18,F01,Central,35-49,Adult annual,Paid social,No,V1E,1.066
M00774,H00258,2025-06-10,F02,East Shore,Under 18,Family annual,Organic web,Yes,V1A,1.373
M00775,H00775,2023-09-22,F03,North Valley,18-34,Monthly flexible,Walk-in,Yes,V1A,1.387
M00776,H00776,2024-02-05,F01,Central,50-64,Family annual,Email,Yes,V1B,1.51
M00777,H00777,2024-08-03,F01,Central,18-34,Family annual,Paid social,No,V1B,1.496
M00778,H00778,2025-09-24,F04,West Valley,50-64,Monthly flexible,Community event,Yes,V1A,1.427
M00779,H00779,2023-05-22,F01,Central,35-49,Monthly flexible,Organic web,Yes,V1A,0.748
M00780,H00260,2025-02-18,F01,Central,50-64,Family annual,Organic web,Yes,V1D,1.581
M00781,H00781,2022-05-14,F04,West Valley,35-49,Adult annual,Paid social,Yes,V1C,1.306
M00782,H00391,2023-06-17,F01,Central,35-49,Family annual,Walk-in,Yes,V1B,1.476
M00783,H00783,2022-02-06,F02,East Shore,50-64,Adult annual,Walk-in,Yes,V1B,0.721
M00784,H00784,2023-10-15,F04,West Valley,35-49,Family annual,Walk-in,Yes,V1C,1.577
M00785,H00785,2025-08-17,F01,Central,35-49,Adult annual,Email,Yes,V1D,1.206
M00786,H00786,2024-10-28,F03,North Valley,65+,Adult annual,Organic web,Yes,V1A,0.604
M00787,H00394,2023-10-15,F03,North Valley,18-34,Family annual,Community event,Yes,V1E,1.167
M00788,H00263,2023-10-07,F03,North Valley,18-34,Monthly flexible,Community event,Yes,V1C,1.017
M00789,H00263,2023-06-09,F04,West Valley,35-49,Adult annual,Email,Yes,V1A,1.083
M00790,H00790,2023-04-04,F01,Central,Under 18,Monthly flexible,Walk-in,Yes,V1C,0.674
M00791,H00264,2023-11-20,F01,Central,50-64,Adult annual,Email,Yes,V1D,1.605
M00792,H00396,2025-03-08,F03,North Valley,50-64,Adult annual,Referral,No,V1C,1.287
M00793,H00793,2022-02-28,F02,East Shore,50-64,Monthly flexible,Email,No,V1C,0.718
M00794,H00794,2024-05-08,F03,North Valley,50-64,Monthly flexible,Referral,No,V1C,0.633
M00795,H00795,2024-09-18,F02,East Shore,35-49,Monthly flexible,Paid social,Yes,V1E,1.57
M00796,H00266,2023-11-07,F04,West Valley,50-64,Family annual,Community event,Yes,V1B,1.466
M00797,H00797,2025-10-03,F01,Central,50-64,Adult annual,Email,Yes,V1A,1.083
M00798,H00399,2023-08-10,F04,West Valley,35-49,Adult annual,Organic web,Yes,V1C,1.14
M00799,H00400,2023-04-16,F04,West Valley,18-34,Monthly flexible,Organic web,Yes,V1B,1.656
M00800,H00267,2024-05-14,F01,Central,65+,Adult annual,Referral,Yes,V1A,1.374
M00801,H00267,2023-04-16,F04,West Valley,50-64,Family annual,Walk-in,Yes,V1C,1.107
M00802,H00401,2023-05-28,F04,West Valley,18-34,Senior annual,Referral,Yes,V1B,0.455
M00803,H00803,2025-08-29,F02,East Shore,50-64,Monthly flexible,Organic web,No,V1C,0.908
M00804,H00804,2023-01-10,F01,Central,18-34,Youth annual,Organic web,Yes,V1E,1.115
M00805,H00805,2025-09-18,F03,North Valley,18-34,Monthly flexible,Email,Yes,V1E,0.58
M00806,H00806,2022-11-06,F02,East Shore,Under 18,Monthly flexible,Organic web,Yes,V1A,0.588
M00807,H00404,2023-03-09,F01,Central,35-49,Family annual,Organic web,Yes,V1B,1.105
M00808,H00404,2024-07-23,F04,West Valley,18-34,Family annual,Walk-in,No,V1E,0.555
M00809,H00270,2025-05-15,F04,West Valley,18-34,Adult annual,Referral,No,V1E,0.554
M00810,H00270,2023-11-14,F01,Central,18-34,Monthly flexible,Organic web,Yes,V1C,1.484
M00811,H00406,2025-08-26,F04,West Valley,35-49,Family annual,Referral,Yes,V1C,0.872
M00812,H00271,2025-05-31,F02,East Shore,50-64,Monthly flexible,Paid social,No,V1A,1.106
M00813,H00271,2023-03-30,F04,West Valley,35-49,Adult annual,Walk-in,Yes,V1B,1.194
M00814,H00814,2025-07-24,F02,East Shore,35-49,Monthly flexible,Community event,No,V1B,1.413
M00815,H00408,2024-08-09,F04,West Valley,18-34,Adult annual,Walk-in,Yes,V1E,1.33
M00816,H00816,2024-04-27,F03,North Valley,65+,Monthly flexible,Walk-in,No,V1C,0.624
M00817,H00409,2024-01-21,F04,West Valley,18-34,Youth annual,Paid social,Yes,V1A,1.207
M00818,H00818,2024-10-02,F04,West Valley,50-64,Adult annual,Community event,Yes,V1D,1.359
M00819,H00410,2022-08-18,F04,West Valley,18-34,Adult annual,Walk-in,No,V1A,0.667
M00820,H00820,2024-08-27,F04,West Valley,35-49,Adult annual,Walk-in,No,V1C,1.185
M00821,H00821,2023-01-19,F01,Central,50-64,Monthly flexible,Walk-in,No,V1D,1.316
M00822,H00822,2025-10-14,F03,North Valley,35-49,Youth annual,Email,No,V1A,1.374
M00823,H00823,2025-07-16,F04,West Valley,50-64,Adult annual,Referral,Yes,V1C,1.083
M00824,H00275,2022-06-09,F03,North Valley,18-34,Adult annual,Walk-in,No,V1B,1.475
M00825,H00825,2024-11-21,F04,West Valley,35-49,Adult annual,Organic web,No,V1B,1.192
M00826,H00413,2023-01-05,F03,North Valley,65+,Monthly flexible,Community event,Yes,V1A,1.664
M00827,H00827,2025-01-17,F01,Central,65+,Senior annual,Organic web,Yes,V1D,0.823
M00828,H00828,2023-03-28,F04,West Valley,50-64,Adult annual,Organic web,Yes,V1E,0.736
M00829,H00277,2025-08-12,F03,North Valley,35-49,Adult annual,Walk-in,Yes,V1C,1.599
M00830,H00277,2024-04-26,F04,West Valley,18-34,Family annual,Referral,No,V1C,0.451
M00831,H00831,2024-08-03,F04,West Valley,35-49,Adult annual,Organic web,Yes,V1A,0.796
M00832,H00832,2022-09-23,F02,East Shore,50-64,Monthly flexible,Organic web,Yes,V1C,1.505
M00833,H00833,2024-09-26,F03,North Valley,50-64,Youth annual,Referral,Yes,V1D,1.581
M00834,H00278,2024-03-25,F02,East Shore,35-49,Monthly flexible,Organic web,Yes,V1C,1.665
M00835,H00835,2023-03-09,F01,Central,50-64,Family annual,Paid social,Yes,V1D,1.607
M00836,H00418,2024-04-15,F02,East Shore,18-34,Family annual,Referral,No,V1B,0.737
M00837,H00419,2025-06-29,F02,East Shore,50-64,Adult annual,Walk-in,No,V1C,0.726
M00838,H00838,2024-08-31,F01,Central,18-34,Adult annual,Walk-in,Yes,V1C,1.43
M00839,H00420,2023-09-29,F01,Central,50-64,Adult annual,Paid social,Yes,V1C,0.558
M00840,H00840,2023-08-20,F02,East Shore,Under 18,Monthly flexible,Referral,Yes,V1C,1.025
M00841,H00841,2022-07-14,F02,East Shore,18-34,Family annual,Email,Yes,V1C,0.572
M00842,H00281,2024-11-19,F04,West Valley,35-49,Senior annual,Walk-in,Yes,V1A,1.027
M00843,H00281,2024-07-25,F04,West Valley,50-64,Adult annual,Email,No,V1B,0.716
M00844,H00844,2022-02-23,F03,North Valley,35-49,Senior annual,Community event,No,V1C,0.819
M00845,H00282,2024-02-29,F02,East Shore,Under 18,Monthly flexible,Referral,Yes,V1A,0.862
M00846,H00846,2022-07-27,F01,Central,Under 18,Family annual,Organic web,Yes,V1A,0.903
M00847,H00424,2025-04-03,F01,Central,35-49,Monthly flexible,Walk-in,Yes,V1E,1.668
M00848,H00424,2022-04-17,F01,Central,50-64,Adult annual,Referral,No,V1D,1.574
M00849,H00849,2022-08-16,F01,Central,35-49,Family annual,Paid social,Yes,V1A,1.153
M00850,H00850,2022-03-27,F03,North Valley,18-34,Senior annual,Paid social,No,V1B,1.215
M00851,H00851,2025-08-04,F01,Central,Under 18,Family annual,Community event,Yes,V1C,0.507
M00852,H00426,2025-08-25,F02,East Shore,18-34,Family annual,Walk-in,No,V1A,0.992
M00853,H00853,2022-05-20,F01,Central,50-64,Monthly flexible,Walk-in,No,V1D,1.525
M00854,H00427,2022-02-26,F01,Central,35-49,Adult annual,Organic web,Yes,V1C,0.768
M00855,H00855,2025-09-06,F01,Central,65+,Adult annual,Organic web,Yes,V1E,0.506
M00856,H00286,2022-03-07,F01,Central,18-34,Adult annual,Community event,Yes,V1C,0.98
M00857,H00857,2025-07-19,F03,North Valley,18-34,Adult annual,Community event,Yes,V1B,1.164
